plot_ID,DBH_cm,canopy_condition,DH,WH,bark,ES,BS,bark_blonding,species,notes
CMSF11unh4,43.2,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF11unh4,10.5,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,37.7,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,II,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF62unh1,49.5,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,48.3,3,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,36.4,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,35.2,2,NO,NO,NO,NO,YES,YES,FRAM,
CMSF62unh2,28,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,17.6,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,14.8,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,38.1,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,19.8,1,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,18,5,NO,NO,NO,YES,YES,YES,FRAM,snag
CMSF62unh2,21.6,2,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,32.4,3,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,15.1,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,13.5,5,NO,NO,NO,YES,YES,NO,FRAM,snag
CMSF62unh2,28,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,32.6,3,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,16,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,24.8,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,18.2,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh3,41,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF62unh4,37.5,2,NO,NO,YES,NO,NO,YES,FRAM,
