plot_ID,azimuth,species,diam_cm,decay_class,
JMP7mat3,120,UNK,15.3,3,
JMP7mat3,240,UNK,16.2,5,
JMP7mat3,240,UNK,22,3,
JMP3unh1,0,UNK,8.1,3,
JMP3unh1,120,UNK,4.4,3,
JMP3unh1,120,UNK,15.4,3,
JMP3unh1,240,ACPE,9.4,1,
HSP118unh1,0,UNK,18.3,3,
HSP118unh1,240,UNK,19.6,4,
HSP118unh1,240,UNK,9.1,3,
HSP118unh1,240,UNK,26.1,4,
HSP118unh1,240,ACSA,7.6,3,
HSP118unh2,0,UNK,14.6,5,
HSP118unh2,0,UNK,10.9,5,
HSP118unh2,0,ACSA,9.5,2,
HSP118unh2,0,UNK,8.4,3,
HSP118unh2,0,UNK,10.8,4,
HSP118unh2,0,UNK,6.2,3,
HSP118unh2,120,UNK,17.7,5,
HSP118unh2,240,UNK,23.7,5,
HSP118unh3,240,UNK,17.4,3,
HSP118unh3,240,ACPE,11.8,1,
HSP118unh3,240,UNK,11.7,3,
HSP118unh3,240,UNK,11.2,2,
HSP118unh3,240,FRAM,15.2,2,
HSP118unh3,120,FRAM,15.4,1,
HSP118unh3,120,UNK,14.5,2,
HSP118unh4,240,UNK,8.8,4,
HSP118unh4,120,BEPA,6.5,3,
HSP118unh4,120,BEPA,8.1,3,
MSF3111unh1,0,ACSA,6.3,2,
MSF3111unh1,0,UNK,10.1,2,
MSF3111unh1,0,UNK,16.4,3,
MSF3111unh1,120,PIST,46.3,3,
MSF3111unh1,120,PIST,12.4,2,
MSF3111unh1,120,UNK,7.4,3,
MSF3111unh1,120,ACSA,7.9,2,
MSF3111unh1,120,UNK,22.5,3,
MSF3111unh1,120,UNK,14,4,
MSF3111unh1,240,ACSA,10.2,4,
MSF3111unh2,120,UNK,9.2,4,
MSF3111unh2,120,FRAM,10.6,3,
MSF3111unh3,240,POTR,26.3,1,
MSF3111unh3,240,ABBA,13.2,2,
MSF3111unh3,240,UNK,17.3,3,
MSF3111unh3,240,UNK,10.1,5,
MSF3111unh4,0,ACPE,7.8,2,
MSF3111unh4,120,PIRU,7.5,3,
MSF3111unh4,120,UNK,17.1,5,
MSF3111unh4,240,UNK,19.8,3,
MSF3111unh4,240,FRAM,7.7,1,
MSF3111unh4,240,FRAM,4.1,1,
MSF3111unh4,240,UNK,5,4,
MSF3111unh4,240,UNK,5.9,4,
MSF3111unh4,240,UNK,5.8,3,
MSF3111unh4,240,UNK,13.5,4,
MSF3111unh4,240,UNK,4.1,3,
TNCLPmat1,0,UNK,25,5,
TNCLPmat1,0,ACSA,8.5,1,
TNCLPmat1,0,ACSA,4.5,1,
TNCLPmat1,0,ACSA,6.4,1,
TNCLPmat1,0,ACSA,10.8,1,
TNCLPmat1,0,ACSA,11.7,1,
TNCLPmat1,0,UNK,5.9,2,
TNCLPmat1,0,ACSA,3.5,1,
TNCLPmat1,0,ACSA,7.1,1,
TNCLPmat1,0,ACSA,5.9,1,
TNCLPgap1,0,ACSA,11.2,2,
TNCLPgap1,0,ACSA,10.3,2,
TNCLPgap1,0,ACSA,12,2,
TNCLPgap1,120,FRAM,3.6,1,
TNCLPgap1,120,FRAM,6.9,1,
TNCLPgap1,120,FRAM,4.9,1,
TNCLPgap1,120,FRAM,5.4,1,
TNCLPgap1,120,ACSA,9.7,2,
TNCLPgap1,120,FRAM,9.9,2,
TNCLPgap1,120,ACSA,9.1,1,
TNCLPgap1,120,UNK,8.8,4,
TNCLPgap1,240,ACSA,22.5,1,
TNCLPgap1,240,ACSA,10.8,1,
TNCLPgap1,240,ACSA,7.4,1,
TNCLPgap1,240,ACSA,12.2,1,
TNCLPgap1,240,ACSA,7.9,1,
TNCLPgap1,240,ACSA,9.5,1,
TNCLPgap1,240,ACSA,7.5,1,
TNCLPgap1,240,ACSA,11.1,1,
TNCLPgap1,240,ACSA,12.1,1,
TNCLPmat2,0,UNK,16.4,4,
TNCLPmat2,120,ACSA,10.6,1,
TNCLPmat2,120,ACSA,6.6,1,
TNCLPmat2,120,ACSA,7.5,1,
TNCLPmat2,120,ACSA,5.7,1,
TNCLPmat2,120,ACSA,8.6,1,
TNCLPmat2,120,UNK,20.5,5,
TNCLPmat2,240,UNK,11,3,
TNCLPmat2,240,UNK,6.9,3,
TNCLPmat2,240,UNK,8,2,
TNCLPmat2,240,UNK,9.9,2,
TNCLPmat2,240,FRAM,9.8,2,
TNCLPmat2,240,FRAM,12.3,2,
TNCLPmat2,240,UNK,11.9,3,
TNCLPgap2,120,JUCI,9.8,2,
TNCLPgap2,120,ACSA,9.1,1,
TNCLPgap2,120,ACSA,5.5,1,
TNCLPgap2,120,ACSA,9.4,1,
TNCLPgap2,120,UNK,16.8,3,
TNCLPgap2,240,FRAM,5.5,1,
TNCLPgap2,240,FRAM,9.6,1,
TNCLPgap2,240,ACSA,14.3,1,
TNCLPgap2,240,FAGR,5.1,1,
TNCLPgap2,240,FRAM,3.8,1,
TNCLPgap2,240,FRAM,4.6,1,
TNCLPgap2,240,FRAM,7.3,1,
TNCLPgap2,240,FRAM,8.2,1,
TNCLPgap2,240,FRAM,7.8,1,
TNCLPgap2,0,ACSA,6,1,
TNCLPgap2,0,ACSA,7,1,
TNCLPgap2,0,FRAM,6.9,1,
TNCLPgap2,0,ACSA,8,1,
TNCLPgap2,0,ACSA,14,2,
TNCLPgap3,0,FRAM,8.3,2,
TNCLPgap3,0,UNK,6.2,3,
TNCLPgap3,0,FRAM,10.8,2,
TNCLPgap3,0,FRAM,14.6,1,
TNCLPgap3,0,ACSA,9.4,1,
TNCLPgap3,0,BEAL,8.2,1,
TNCLPgap3,0,FRAM,14.3,1,
TNCLPgap3,0,BEAL,12.8,1,
TNCLPgap3,120,FRAM,12.7,3,
TNCLPgap3,120,BEAL,15.4,1,
TNCLPgap3,120,FRAM,12.3,3,
TNCLPgap3,120,ACSA,13.3,1,
TNCLPgap3,120,ACSA,7,1,
TNCLPgap3,120,BEAL,6.7,1,
TNCLPgap3,120,BEAL,10.8,1,
TNCLPgap3,240,ACSA,4,1,
TNCLPgap3,240,OSVI,8.2,1,
TNCLPgap3,240,OSVI,11,1,
TNCLPgap3,240,FRAM,7.3,1,
TNCLPgap3,240,FRAM,7.3,1,
TNCLPgap3,240,BEAL,12.4,1,
TNCLPgap3,240,ACSA,6,1,
TNCLPgap3,240,BEAL,10.1,1,
TNCLPunh1,0,ACSA,19.3,3,
TNCLPunh1,120,UNK,8.5,5,
TNCLPunh1,120,ACSA,10.5,5,
TNCLPunh1,240,ACSA,15.4,2,
TNCLPunh1,240,ACSA,13.3,2,
TNCLPunh2,0,UNK,12.8,3,
TNCLPunh2,240,UNK,9.6,4,
TNCLPunh2,240,ACSA,20.6,3,
TNCLPunh4,0,UNK,6.7,4,
TNCLPunh4,240,UNK,6.3,2,
SWunh1,0,ACSA,8.9,1,
SWunh1,120,ACSA,7.9,1,
SWunh1,120,ACSA,6.1,1,
SWunh1,120,ACSA,6.7,1,
SWunh1,120,ACSA,5,1,
SWunh1,240,ACPE,5.6,1,
SWunh1,240,UNK,7.4,2,
SWunh2,120,UNK,8.4,3,
SWunh2,120,ACSA,7.6,3,
SWunh2,240,UNK,24.8,4,
SWunh2,240,UNK,5.5,3,
SWunh2,240,ACSA,13.1,3,
SWunh3,0,UNK,5.3,3,
SWunh3,0,UNKSW,9.7,3,
SWunh3,0,UNK,4.4,3,
SWunh3,0,UNK,9.7,4,
SWunh3,120,ACSA,20.7,1,
SWunh3,120,ACSA,14.4,2,
SWunh3,120,ACSA,2.7,1,
SWunh3,120,ACSA,2.2,1,
SWunh3,120,ACSA,1.7,1,
SWunh3,120,ACSA,2.3,1,
SWunh3,240,FRAM,20.1,2,
SWunh4,0,UNK,5.5,3,
SWunh4,0,UNK,5.8,5,
SWunh4,240,ACSA,7,1,
OMSFHRmat1,0,ACRU,10.4,3,
OMSFHRmat1,0,UNK,5.5,3,
OMSFHRmat1,0,UNK,4,3,
OMSFHRmat1,0,ACRU,16.6,2,
OMSFHRmat1,120,QURU,10.1,1,
OMSFHRmat1,120,ACRU,9.8,1,
OMSFHRmat1,120,QURU,13.5,1,
OMSFHRmat1,120,UNK,9.8,3,
OMSFHRmat1,120,ACRU,10.5,1,
OMSFHRmat1,120,FAGR,25.1,1,
OMSFHRmat1,240,FAGR,7.1,1,
OMSFHRmat1,240,ACRU,8.7,2,
OMSFHRmat1,240,FAGR,10.7,2,
OMSFHRmat1,240,FAGR,14.5,3,
OMSFHRgap1,0,UNK,16.2,2,
OMSFHRgap1,0,ACRU,10.1,2,
OMSFHRgap1,0,ACRU,7.5,1,
OMSFHRgap1,0,UNK,17.7,2,
OMSFHRgap1,0,UNK,8.1,2,
OMSFHRgap1,0,FAGR,6.3,1,
OMSFHRgap1,0,ACRU,3.9,2,
OMSFHRgap1,0,ACRU,3.8,2,
OMSFHRgap1,0,UNK,6.1,2,
OMSFHRgap1,0,ACRU,5.2,1,
OMSFHRgap1,0,ACRU,15.5,1,
OMSFHRgap1,0,FRAM,35.5,2,
OMSFHRgap1,0,UNK,8.4,2,
OMSFHRgap1,0,ACRU,13.1,1,
OMSFHRgap1,0,QURU,21.1,1,
OMSFHRgap1,0,QURU,12.8,2,
OMSFHRgap1,0,ACRU,8.6,1,
OMSFHRgap1,0,UNK,12.5,3,
OMSFHRgap1,0,QURU,7.6,1,
OMSFHRgap1,0,QURU,7.5,1,
OMSFHRgap1,0,QURU,11.7,1,
OMSFHRgap1,0,QURU,8.6,1,
OMSFHRgap1,0,QURU,11.6,1,
OMSFHRgap1,0,UNK,8.1,2,
OMSFHRgap1,120,UNK,13.1,2,
OMSFHRgap1,120,ACRU,17.2,2,
OMSFHRgap1,120,ACRU,7.8,1,
OMSFHRgap1,120,UNK,5.6,2,
OMSFHRgap1,120,QURU,13.4,1,
OMSFHRgap1,120,UNK,17.2,2,
OMSFHRgap1,120,QURU,11.1,1,
OMSFHRgap1,240,BEAL,24.4,1,
OMSFHRgap1,240,FAGR,16,2,
OMSFHRgap1,240,FAGR,9.1,2,
OMSFHRgap1,240,FAGR,3.9,2,
OMSFHRgap1,240,ACRU,13.9,2,
OMSFHRgap1,240,FRAM,5.1,1,
OMSFHRgap1,240,FRAM,3,1,
OMSFHRgap1,240,FRAM,2.1,1,
OMSFHRgap1,240,FRAM,2.4,1,
OMSFHRgap1,240,FRAM,2.6,1,
OMSFHRgap1,240,FRAM,2.7,1,
OMSFHRgap1,240,FRAM,2.8,1,
OMSFHRgap1,240,UNK,12.3,3,
OMSFHRgap1,240,UNK,13.1,3,
OMSFHRgap2,0,UNK,11.5,2,
OMSFHRgap2,0,UNK,17.3,2,
OMSFHRgap2,0,UNK,9,2,
OMSFHRgap2,0,QURU,12.2,2,
OMSFHRgap2,0,QURU,9.8,2,
OMSFHRgap2,0,UNK,11.7,2,
OMSFHRgap2,0,FAGR,9.1,2,
OMSFHRgap2,0,BEAL,9.7,2,
OMSFHRgap2,0,ACRU,20,2,
OMSFHRgap2,120,FAGR,4.2,1,
OMSFHRgap2,120,UNK,8.9,2,
OMSFHRgap2,120,UNK,6.6,2,
OMSFHRgap2,120,UNK,6.1,2,
OMSFHRgap2,120,ACRU,3.9,1,
OMSFHRgap2,120,FAGR,7.5,2,
OMSFHRgap2,120,FAGR,3.3,1,
OMSFHRgap2,120,UNK,7.3,2,
OMSFHRgap2,120,UNK,9.9,2,
OMSFHRgap2,120,UNK,7.2,2,
OMSFHRgap2,120,ACRU,9,1,
OMSFHRgap2,120,UNK,8.6,2,
OMSFHRgap2,120,UNK,6.5,2,
OMSFHRgap2,120,FAGR,9.1,2,
OMSFHRgap2,240,ACRU,13.1,2,
OMSFHRgap2,240,ACRU,16.3,1,
OMSFHRgap2,240,UNK,7.6,2,
OMSFHRgap2,240,UNK,8.4,2,
OMSFHRgap2,240,UNK,8.9,2,
OMSFHRgap2,240,QURU,18.6,1,
OMSFHRmat2,240,UNK,17.3,2,
OMSFHRmat2,240,FAGR,10.6,2,
OMSFHRmat2,240,FAGR,3.6,2,
OMSFHRmat2,240,FAGR,8.7,2,
OMSFHRmat2,240,FAGR,9.4,2,
OMSFHRmat2,0,ACRU,2.5,2,
OMSFHRmat2,0,ACRU,5.5,2,
OMSFHRmat2,0,ACRU,10.3,2,
OMSFHRmat2,0,ACRU,4.6,2,
OMSFHRmat2,0,UNK,5.7,2,
OMSFHRmat2,0,FAGR,8.5,2,
OMSFHRmat2,120,ACRU,9.8,2,
OMSFHRmat2,120,ACRU,7.3,2,
OMSFHRmat2,120,FAGR,19.7,2,
OMSFHRmat2,120,ACRU,10.6,2,
OMSFHRmat2,120,FAGR,19.5,2,
OMSFHRmat2,120,FAGR,3.5,2,
OMSFHRmat2,120,FAGR,8.1,2,
OMSFHRmat2,120,FAGR,3.3,2,
OMSFHRmat2,120,FAGR,9.4,2,
OMSFHRgap3,0,QURU,13.4,2,
OMSFHRgap3,0,UNK,9.1,2,
OMSFHRgap3,0,UNK,7.8,2,
OMSFHRgap3,0,UNK,8.9,2,
OMSFHRgap3,0,UNK,22.1,4,
OMSFHRgap3,0,ACRU,14.9,2,
OMSFHRgap3,240,FAGR,8.7,1,
OMSFHRgap3,240,FAGR,9.8,1,
OMSFHRgap3,240,FAGR,9.1,2,
OMSFHRgap3,240,UNK,14.3,2,
OMSFHRgap3,240,FAGR,8.7,2,
OMSFHRgap3,120,UNK,14.3,2,
OMSFHRgap3,120,UNK,10,3,
OMSFHRgap3,120,UNK,12.5,2,
OMSFHRgap3,120,ACRU,15.4,2,
OMSFHRgap3,120,ACRU,12.6,2,
OMSFHRgap3,120,ACRU,7.5,2,
OMSFHRgap3,120,FRAM,18.4,3,
OMSFHRgap3,120,ACRU,14.6,2,
OMSFHRgap3,120,ACRU,15.2,2,
OMSFHRgap3,120,FAGR,12.2,2,
OMSFHRgap3,120,UNK,19.3,2,
OMSFHRgap3,120,BEAL,8.2,2,
OMSFHRgap3,120,ACRU,7,1,
OMSFHRmat3,120,UNK,6,3,
OMSFHRmat3,120,UNK,3.2,2,
OMSFHRmat3,120,UNK,30.9,3,
OMSFHRmat3,120,UNK,15.8,3,
OMSFHRmat3,120,UNK,9.1,3,
OMSFHRmat3,0,FAGR,5.2,2,
OMSFHRmat3,0,FAGR,4.2,3,
OMSFHRmat3,0,ACPE,13.2,2,
OMSFSCHmat1,120,FRAM,3.3,2,
OMSFSCHmat1,120,FRAM,13.7,1,
OMSFSCHmat1,120,UNK,11.5,3,
OMSFSCHmat1,120,FRAM,3,2,
OMSFSCHmat1,120,FRAM,9.9,1,
OMSFSCHmat1,120,FRAM,6,1,
OMSFSCHmat1,120,UNK,7.2,2,
OMSFSCHmat1,0,UNK,3.2,2,
OMSFSCHmat1,0,UNK,2.6,2,
OMSFSCHmat1,0,UNK,1.2,2,
OMSFSCHmat1,0,ACSA,7.7,2,
OMSFSCHmat1,0,UNK,6.3,4,
OMSFSCHmat1,240,UNK,9.5,2,
OMSFSCHgap1,0,FRAM,18.5,2,
OMSFSCHgap1,0,FRAM,14.7,2,
OMSFSCHgap1,0,FRAM,12.6,2,
OMSFSCHgap1,0,UNK,4.4,2,
OMSFSCHgap1,120,ACRU,2.7,2,
OMSFSCHgap1,120,ACRU,4.7,2,
OMSFSCHgap1,240,BEAL,7.3,2,
OMSFSCHgap1,240,FRAM,12.7,1,
OMSFSCHgap1,240,UNK,5,2,
OMSFSCHgap1,240,UNK,13.7,2,
OMSFSCHgap1,240,UNK,11.8,3,
OMSFSCHgap1,240,FRAM,23,1,
OMSFSCHgap1,240,FRAM,12.3,1,
OMSFSCHgap1,240,FRAM,3.8,2,
OMSFSCHgap2,0,UNK,10.9,2,
OMSFSCHgap2,120,UNK,4.2,3,
OMSFSCHgap2,240,UNK,19.9,3,
OMSFSCHgap2,240,UNK,31.4,3,
OMSFSCHmat2,0,FRAM,14.7,3,
OMSFSCHmat2,120,UNK,10.3,3,
OMSFSCHmat2,120,FRAM,18.8,2,
OMSFSCHmat2,120,FRAM,2.1,2,
OMSFSCHmat2,120,FRAM,11.9,1,
OMSFSCHmat2,120,FRAM,9.4,3,
OMSFSCHmat2,120,UNK,11.5,2,
OMSFSCHmat2,120,UNK,7.7,3,
OMSFSCHmat3,0,UNK,8.4,3,
OMSFSCHmat3,0,UNK,25.9,3,
OMSFSCHmat3,0,UNK,7.7,3,
OMSFSCHmat3,0,FRAM,15.2,2,
OMSFSCHmat3,120,FRAM,9.8,2,
OMSFSCHmat3,120,FRAM,7.8,2,
OMSFSCHmat3,240,ACSA,5,2,
OMSFSCHmat3,240,FRAM,13.4,1,
OMSFSCHmat3,240,UNK,5.1,2,
OMSFSCHmat3,240,UNK,3.7,2,
OMSFSCHmat3,240,UNK,3.8,2,
OMSFSCHgap3,0,UNK,5,2,
OMSFSCHgap3,120,UNK,12.4,2,
OMSFSCHgap3,120,UNK,4.5,2,
OMSFSCHgap3,120,UNK,10.7,2,
OMSFSCHgap3,120,UNK,31.3,2,
OMSFSCHgap3,120,UNK,33.2,2,
OMSFSCHgap3,240,UNK,16.4,2,
OMSFSCHgap3,240,UNK,5.7,3,
OMSFSCHgap3,240,UNK,4.2,2,
OMSFSCHgap3,240,UNK,16.5,3,
OMSFSCHgap3,240,UNK,20.3,2,
OMSFCRmat1,0,UNK,6.2,2,
OMSFCRmat1,0,FRAM,7.4,1,
OMSFCRmat1,120,UNK,10.7,3,
OMSFCRmat1,120,ABBA,9.9,2,
OMSFCRmat1,120,ABBA,3.2,2,
OMSFCRmat1,120,UNK,13.6,3,
OMSFCRmat1,120,PISP,6,1,spruce
OMSFCRmat1,120,UNK,11.7,3,
OMSFCRmat1,240,ABBA,5.6,1,
OMSFCRgap1,0,FRAM,9.5,1,
OMSFCRgap1,0,UNK,7.1,1,
OMSFCRgap1,0,UNK,10.4,2,
OMSFCRgap1,0,FRAM,13.4,2,
OMSFCRgap1,0,UNK,8.2,1,
OMSFCRgap1,0,ACSP,9.5,2,
OMSFCRgap1,0,FRAM,7.6,1,
OMSFCRgap1,0,ABBA,15,1,
OMSFCRgap1,120,UNK,21.1,3,
OMSFCRgap1,120,UNK,16,2,
OMSFCRgap1,120,UNK,8.9,2,
OMSFCRgap1,120,ABBA,18.9,1,
OMSFCRgap1,120,FRAM,5.5,1,
OMSFCRgap1,120,UNK,10.4,1,
OMSFCRgap1,240,UNK,12.5,3,
OMSFCRgap1,240,UNK,3.3,1,
OMSFCRgap1,240,UNK,13.9,2,
OMSFCRgap1,240,ABBA,7.4,1,
OMSFCRgap1,240,UNK,2.8,1,
OMSFCRgap1,240,FRAM,9.4,1,
OSFCD1gap1,0,ACSA,28.4,1,
OSFCD1gap1,120,UNK,12.7,2,
OSFCD1gap1,120,ACSA,9.1,1,
OSFCD1gap1,240,ACSA,7.5,1,
OSFCD1gap1,240,ACSA,12.3,1,
OSFCD1gap1,240,ACSA,2.4,1,
OSFCD1gap1,240,ACSA,5.3,1,
OSFCD1gap1,240,ACSA,6.3,2,
OSFCD1mat1,0,ACSA,8.5,1,
OSFCD1mat1,0,UNK,8.1,2,
OSFCD1mat1,0,ACSA,12.8,2,
OSFCD1mat1,0,ACSA,11,1,
OSFCD1mat1,0,UNK,11.8,2,
OSFCD1mat1,0,ACSA,7.7,1,
OSFCD1mat1,0,ACSA,14.2,1,
OSFCD1mat1,0,ACSA,11.2,1,
OSFCD1mat1,0,ACSA,10.7,1,
OSFCD1mat1,0,ACSA,5.3,1,
OSFCD1mat1,0,ACSA,5,1,
OSFCD1mat1,0,ACSA,5.3,1,
OSFCD1mat1,0,ACSA,5.5,1,
OSFCD1mat1,0,ACSA,2.5,1,
OSFCD1mat1,120,ACRU,85,1,
OSFCD1mat1,240,UNK,9,2,
OSFCD1mat1,240,ACSA,2.9,1,
OSFCD1gap2,0,ACSA,13,1,
OSFCD1gap2,0,ACSA,5.6,1,
OSFCD1gap2,0,ACSA,3.4,1,
OSFCD1gap2,0,ACSA,8.5,1,
OSFCD1gap2,0,ACSA,1.4,1,
OSFCD1gap2,0,ACSA,1.9,1,
OSFCD1gap2,0,ACSA,1.2,1,
OSFCD1gap2,0,ACSA,1.4,1,
OSFCD1gap2,0,ACSA,2.2,1,
OSFCD1gap2,0,ACSA,2,1,
OSFCD1gap2,0,ACSA,3.5,1,
OSFCD1gap2,0,BELE,6.7,2,
OSFCD1gap2,120,UNK,9.4,2,
OSFCD1gap2,120,UNK,18.5,2,
OSFCD1gap2,120,UNK,16.5,5,
OSFCD1gap2,240,UNK,13.6,2,
OSFCD1gap2,240,UNK,15.7,2,
OSFCD1mat2,0,UNK,6.5,3,
OSFCD1mat2,0,ACSA,2,1,
OSFCD1mat2,0,ACSA,1,1,
OSFCD1mat2,0,ACSA,2.2,2,
OSFCD1mat2,0,ACSA,2,2,
OSFCD1mat2,0,ACSA,5.6,1,
OSFCD1mat2,120,UNK,36.5,4,
OSFCD1mat2,120,FRAM,16.6,1,
OSFCD1mat2,120,FRAM,1.6,1,
OSFCD1mat2,120,FRAM,7.6,1,
OSFCD1mat2,120,ACSA,6.3,2,
OSFCD1mat2,120,ACSA,1.7,1,
OSFCD1mat2,120,ACSA,1.3,1,
OSFCD1mat2,120,ACSA,1.5,1,
OSFCD1mat2,120,FRAM,1.6,1,
OSFCD1mat2,120,FRAM,1,1,
OSFCD1mat2,120,FRAM,3.3,1,
OSFCD1mat2,120,ACRU,6.5,2,
OSFCD1mat2,120,FRAM,3.8,1,
OSFCD1mat2,120,FRAM,4.1,1,
OSFCD1mat2,120,FRAM,3,3,
OSFCD1mat2,120,FRAM,4.2,1,
OSFCD1mat2,120,FRAM,12.5,1,
OSFCD1mat2,120,FRAM,2,1,
OSFCD1mat2,120,FRAM,2.1,2,
OSFCD1mat2,240,UNK,14.5,4,
OSFCD1mat2,240,UNK,20.1,4,
OSFCD1gap3,240,ACSA,8.6,1,
OSFCD1gap3,240,UNK,7.9,3,
OSFCD1gap3,240,BEPA,17.9,3,
OSFCD1gap3,240,FRAM,44.2,1,
OSFCD1gap3,0,FRAM,14.8,1,
OSFCD1gap3,0,FRAM,7.8,1,
OSFCD1gap3,0,ACSA,7,1,
OSFCD1gap3,0,FRAM,21.9,1,
OSFCD1gap3,0,BEAL,2,1,
OSFCD1gap3,0,BEAL,3,1,
OSFCD1gap3,0,BEAL,2.2,1,
OSFCD1gap3,0,BEAL,2,1,
OSFCD1gap3,0,BEAL,2,1,
OSFCD1gap3,120,FRAM,14.9,1,
OSFCD1gap3,120,FRAM,16.2,1,
OSFCD1gap3,120,FRAM,13.8,1,
OSFCD1gap3,120,BEAL,4.1,2,
OSFCD1gap3,120,BEAL,9.3,1,
OSFCD1gap3,120,BEAL,2.5,1,
OSFCD1mat3,0,FRAM,60.6,2,
OSFCD1mat3,0,FRAM,13.8,1,
OSFCD1mat3,0,FRAM,8.5,1,
OSFCD1mat3,0,FRAM,5.2,1,
OSFCD1mat3,0,FRAM,19.5,1,
OSFCD1mat3,0,FRAM,19.4,1,
OSFCD1mat3,0,FRAM,5.3,1,
OSFCD1mat3,0,FRAM,10.2,1,
OSFCD1mat3,0,FRAM,6.4,1,
OSFCD1mat3,0,FRAM,7.2,1,
OSFCD1mat3,0,FRAM,24.7,2,
OSFCD1mat3,0,FRAM,13.9,1,
OSFCD1mat3,0,FRAM,14.1,2,
OSFCD1mat3,120,ACSA,4.4,1,
OSFCD1mat3,120,ACSA,3,1,
OSFCD1mat3,120,ACSA,4.1,1,
OSFCD1mat3,120,FRAM,2.8,1,
OSFCD1mat3,120,FRAM,2.8,1,
OSFCD1mat3,120,FRAM,3.6,1,
OSFCD1mat3,120,FRAM,5.2,1,
OSFCD1mat3,120,FRAM,3.3,1,
OSFCD1mat3,120,FRAM,2.2,1,
OSFCD1mat3,240,TSCA,11.5,1,
OSFCD1mat3,240,TSCA,51,1,
OSFCD1mat3,240,QURU,30.4,1,
OSFCD1mat3,240,ACSA,6.2,1,
OSFCD1mat3,240,TSCA,11.8,3,
OSFCD3unh1,0,UNK,32.2,3,
OSFCD3unh1,120,ACSA,1.9,1,
OSFCD3unh1,120,ACSA,2.8,1,
OSFCD3unh1,120,ACSA,1.6,1,
OSFCD3unh1,120,ACSA,2,1,
OSFCD3unh1,240,UNK,11.6,2,
OSFCD3unh1,240,ACSA,5.1,2,
OSFCD3unh2,0,UNK,9.5,3,
OSFCD3unh3,120,UNK,19.5,3,
OSFCD3unh3,240,ACSA,5.9,1,
OSFCD3unh4,120,ACSA,8.7,2,
OSFCD3unh4,120,ACSA,6.6,2,
OSFCD3unh4,240,FRAM,9.6,1,
OMSFCRgap2,0,FRAM,15.9,1,
OMSFCRgap2,0,FRAM,3.1,1,
OMSFCRgap2,0,FRAM,6.8,1,
OMSFCRgap2,0,FRAM,9.5,1,
OMSFCRgap2,0,FRAM,11.2,1,
OMSFCRgap2,0,UNK,10.6,2,
OMSFCRgap2,0,FRAM,9.1,1,
OMSFCRgap2,0,FRAM,13.2,2,
OMSFCRgap2,0,FRAM,6.6,1,
OMSFCRgap2,0,UNK,7.1,1,
OMSFCRgap2,0,FRAM,22.5,1,
OMSFCRgap2,0,PRSE,8.3,1,
OMSFCRgap2,120,FRAM,21.6,1,
OMSFCRgap2,120,UNK,27.1,3,
OMSFCRgap2,120,FRAM,60.1,1,
OMSFCRgap2,120,UNK,15.9,2,
OMSFCRgap2,120,FRAM,44.6,1,
OMSFCRgap2,120,PRSE,3.4,1,
OMSFCRgap2,240,BENI,4.1,1,
OMSFCRgap2,240,UNK,26.8,3,
OMSFCRgap2,240,PRSE,3.3,1,
OMSFCRgap2,240,UNK,32.5,3,
OMSFCRgap2,240,UNK,12.4,2,
OMSFCRgap2,240,BENI,2.2,1,
OMSFCRgap2,240,BENI,3.6,1,
OMSFCRgap2,240,PRSE,7.1,2,
OMSFCRgap2,240,UNK,14.7,3,
OMSFCRgap2,240,FRAM,12.1,1,
OMSFCRmat2,120,UNK,2.7,1,
OMSFCRmat2,120,UNK,8.3,3,
OMSFCRmat2,120,UNK,10.1,3,
OMSFCRmat2,240,FRAM,7.1,2,
OMSFCRmat2,240,UNK,7.8,2,
OMSFCRmat2,240,FRAM,1.9,1,
OMSFCRmat2,240,FRAM,4.2,1,
OMSFCRmat2,240,FRAM,2.1,1,
OMSFCRgap3,0,UNK,8.2,2,
OMSFCRgap3,0,ACSA,4,1,
OMSFCRgap3,0,FRAM,5.4,1,
OMSFCRgap3,0,FRAM,9.3,1,
OMSFCRgap3,0,ACPE,3.2,1,
OMSFCRgap3,0,ACPE,4.9,1,
OMSFCRgap3,0,ACSA,2,1,
OMSFCRgap3,0,ACSA,2.3,1,
OMSFCRgap3,0,FRAM,14.7,2,
OMSFCRgap3,120,UNK,16,4,
OMSFCRgap3,120,PRSE,20.9,1,
OMSFCRgap3,120,ACPE,6.9,2,
OMSFCRgap3,120,FRAM,2.7,1,
OMSFCRgap3,120,FRAM,6,1,
OMSFCRgap3,120,FRAM,10.2,2,
OMSFCRgap3,120,UNK,8.5,1,
OMSFCRgap3,120,FRAM,10.2,1,
OMSFCRgap3,120,ACRU,17.1,1,
OMSFCRgap3,120,UNK,8.9,1,
OMSFCRgap3,120,ACSA,11.7,1,
OMSFCRgap3,240,FRAM,9.7,1,
OMSFCRgap3,240,ACSA,4.9,1,
OMSFCRgap3,240,FRAM,2.7,1,
OMSFCRgap3,240,FRAM,2.3,1,
OMSFCRgap3,240,ACSA,5.2,1,
OMSFCRgap3,240,ACPE,8.1,1,
OMSFCRgap3,240,FRAM,16.6,2,
OMSFCRgap3,240,FRAM,3.2,1,
OMSFCRgap3,240,FRAM,8.2,2,
OMSFCRgap3,240,FRAM,17.3,2,
OMSFCRmat3,240,UNK,5.2,2,
OMSFCRmat3,240,UNK,11.2,3,
