plot_ID,azimuth,species,diam_cm,decay_class,
OMSFSH17gap1,120,FAGR,25.3,2,
OMSFSH17gap1,120,FAGR,3,1,
OMSFSH17gap1,120,FAGR,4.2,1,
OMSFSH17gap1,120,FAGR,3,1,
OMSFSH17gap1,120,FAGR,14.6,1,
OMSFSH17gap1,240,FAGR,2.3,1,
OMSFSH17gap1,240,ACSA,35.2,1,
OMSFSH17gap1,240,ACSP,10.8,2,
OMSFSH17gap1,240,FAGR,5.3,2,
OMSFSH17gap1,240,FAGR,6.3,2,
OMSFSH17gap1,240,FAGR,7.6,1,
OMSFSH17gap1,240,BEAL,2.4,2,
OMSFSH17gap1,240,FAGR,4.5,1,
OMSFSH17gap1,240,FAGR,8.7,2,
OMSFSH17gap1,240,BEAL,14.2,2,
OMSFSH17gap1,240,BEAL,17,2,
OMSFSH17gap1,240,FAGR,6.9,1,
OMSFSH17gap1,240,FAGR,8.3,2,
OMSFSH17gap1,240,FAGR,5.6,1,
OMSFSH17gap1,240,FAGR,41.6,1,
OMSFSH17mat1,0,UNK,14.3,3,
OMSFSH17mat1,120,ACPE,4,2,
OMSFSH17mat1,240,FRAM,8.8,1,
OMSFSH17mat1,240,FRAM,6.2,2,
OMSFSH17gap2,0,FRAM,35.1,2,
OMSFSH17gap2,0,UNK,7.7,2,
OMSFSH17gap2,0,UNK,7.6,2,
OMSFSH17gap2,120,FRAM,10,2,
OMSFSH17gap2,120,FAGR,8.5,1,
OMSFSH17gap2,120,FAGR,5.6,2,
OMSFSH17gap2,120,FAGR,9.9,2,
OMSFSH17gap2,120,FAGR,5.9,2,
OMSFSH17gap2,120,FAGR,19.6,1,
OMSFSH17gap2,120,FAGR,7.3,1,
OMSFSH17gap2,120,FAGR,5.7,1,
OMSFSH17gap2,120,FAGR,4.7,1,
OMSFSH17gap2,120,FAGR,5.2,1,
OMSFSH17gap2,120,ACPE,8.2,2,
OMSFSH17gap2,120,FAGR,10,2,
OMSFSH17gap2,120,FAGR,8.3,1,
OMSFSH17gap2,120,FAGR,5.3,1,
OMSFSH17gap2,120,FAGR,3,1,
OMSFSH17gap2,120,FRAM,4.3,1,
OMSFSH17gap2,120,FRAM,3.2,1,
OMSFSH17gap2,240,FAGR,9.8,2,
OMSFSH17gap2,240,FAGR,6.8,1,
OMSFSH17gap2,240,FRAM,10.6,2,
OMSFSH17mat2,0,FAGR,5.6,2,
OMSFSH17mat2,0,FAGR,6.3,2,
OMSFSH17mat2,0,UNK,7,2,
OMSFSH17mat2,240,FAGR,15.9,2,
OMSFSH17mat2,240,UNK,7.8,3,
OMSFSH17gap3,0,FAGR,11,2,
OMSFSH17gap3,0,UNK,18.3,3,
OMSFSH17gap3,0,FAGR,11,2,
OMSFSH17gap3,0,FAGR,9,1,
OMSFSH17gap3,0,FAGR,6.9,2,
OMSFSH17gap3,0,FAGR,8.5,2,
OMSFSH17gap3,0,UNK,25.4,3,
OMSFSH17gap3,120,FAGR,9.9,2,
OMSFSH17gap3,120,FAGR,9.2,2,
OMSFSH17gap3,120,FAGR,3.2,1,
OMSFSH17gap3,120,FAGR,3.5,2,
OMSFSH17gap3,120,FAGR,16.2,1,
OMSFSH17gap3,120,FAGR,9.8,2,
OMSFSH17gap3,120,FAGR,5.1,2,
OMSFSH17gap3,120,FAGR,4,2,
OMSFSH17gap3,120,FAGR,7,1,
OMSFSH17gap3,120,UNK,19.4,2,
OMSFSH17gap3,120,FAGR,3.2,1,
OMSFSH17gap3,120,FAGR,4.7,1,
OMSFSH17gap3,120,FAGR,2.5,2,
OMSFSH17gap3,120,BEAL,5.5,1,
OMSFSH17gap3,120,FAGR,3.5,1,
OMSFSH17gap3,120,FAGR,5.1,1,
OMSFSH17gap3,120,FAGR,4.6,1,
OMSFSH17gap3,240,FAGR,13.9,2,
OMSFSH17gap3,240,FAGR,10.6,2,
OMSFSH17gap3,240,FRAM,9.3,2,
OMSFSH17gap3,240,ACRU,20.4,1,
OMSFSH17gap3,240,FRAM,9.4,3,
OMSFSH17mat3,0,BEAL,42.1,3,
OMSFSH17mat3,0,BEAL,8.2,2,
OMSFSH17mat3,120,ACPE,9.2,1,
OMSFSH17mat3,120,UNK,32.4,4,
OMSFSH17mat3,120,UNK,36.6,5,
OMSFSH17mat3,240,UNK,10.9,2,
JMP3unh2,240,ACSA,11.5,1,
JMP3unh2,120,UNK,6.4,2,
JMP3unh2,120,UNK,10.2,4,
JMP3unh2,120,ACSA,9.8,2,
JMP3unh2,120,UNK,8.6,3,
JMP3unh3,0,UNK,7.6,1,
JMP3unh3,0,UNK,13.7,2,
JMP3unh3,0,ACSA,20,1,
JMP3unh3,0,UNK,13.4,2,
JMP3unh3,120,UNK,8.9,4,
JMP7mat4,240,UNK,12,5,
JMP7mat4,240,UNK,7.4,5,
JMP7mat4,120,UNK,8.7,5,
JMP7mat4,120,UNK,8.9,4,
JMP7mat4,120,UNK,11.8,4,
JMP3unh4,0,ACSA,20.5,2,
JMP3unh4,0,UNK,23,4,
JMP3unh4,240,UNK,21.3,4,
JMP3unh4,240,BEPA,14.9,4,
JMP3unh4,240,FAGR,18,3,
KMSFunh1,240,UNK,11.2,4,
KMSFunh1,0,ACSA,4,1,
KMSFunh1,120,FRAM,23.5,1,
KMSFunh2,0,FRAM,7.1,2,
KMSFunh2,0,FRAM,10.7,4,
KMSFunh2,0,BEAL,8.7,3,
KMSFunh2,120,FAGR,29,1,
KMSFunh2,120,FAGR,19.8,1,
KMSFunh2,240,FRAM,10.8,2,
KMSFunh2,240,BEAL,10,4,
KMSFunh3,0,UNK,28.6,5,
KMSFunh3,0,FRAM,30,3,
KMSFunh3,0,BEAL,18.8,2,
KMSFunh3,0,BEAL,23.6,3,
KMSFunh3,0,BEAL,33.8,3,
KMSFunh3,240,FAGR,42.2,3,
KMSFunh3,240,FAGR,25.9,3,
KMSFunh3,240,UNK,18.3,3,
KMSFunh3,240,FAGR,7.4,3,
KMSFunh3,240,FAGR,5.8,3,
KMSFunh4,0,UNK,33.5,4,
KMSFunh4,120,UNK,17.4,4,
KMSFunh4,120,UNK,17.9,4,
KMSFunh4,240,UNK,8.8,3,
KMSFunh4,240,ACSA,8.9,3,
KMSFunh4,240,ACSA,7.9,1,
SSF1gap1,240,PIRU,8.8,1,
SSF1gap1,240,UNK,6.8,3,
SSF1gap1,240,PIRU,6.8,2,
SSF1gap2,120,UNK,7.6,3,
SSF1gap2,120,UNK,7.4,2,
SSF1gap3,120,UNK,9.4,2,
SSF1gap3,120,UNK,8.8,3,
SSF1gap3,240,UNK,8.5,3,
SSF1mat1,0,UNK,11.9,2,
SSF1mat1,0,PIRU,4.7,2,
SSF1mat1,0,UNK,7.3,3,
SSF1mat1,0,PIRU,4.6,2,
SSF1mat1,0,PIRU,12.8,2,
SSF1mat1,0,ACRU,11.3,3,
SSF1mat1,0,UNK,11,2,
SSF1mat1,0,UNK,7.8,3,
SSF1mat1,120,QURU,47.3,1,
SSF1mat1,120,ACRU,11.6,1,
SSF1mat1,120,UNK,13.7,2,
SSF1mat1,240,UNK,13.3,3,
SSF1mat1,240,ACRU,23.3,1,
SSF1mat1,120,ACRU,8.1,1,
SSF1mat2,0,OSVI,3.4,1,
SSF1mat2,0,UNK,8,3,
SSF1mat2,120,UNK,8.5,2,
SSF1mat2,120,ACSA,4.5,2,
SSF1mat2,120,UNK,17.8,3,
SSF1mat2,120,UNK,9.2,3,
SSF1mat2,240,UNK,13.5,2,
SSF1mat2,240,UNK,7.6,3,
SSF1mat2,240,UNK,7.7,3,
SSF1mat4,0,UNK,17.4,3,
SSF1mat4,120,UNK,11.9,4,
SSF1mat4,120,UNK,14.3,3,
CMSF11unh1,0,UNK,11.9,2,
CMSF11unh1,120,UNK,8.4,2,
CMSF11unh1,120,UNK,13.9,2,
CMSF11unh1,240,ACSA,6,2,
CMSF11unh1,240,ACSA,5.4,2,
CMSF11unh1,240,ACSA,5.6,2,
CMSF11unh1,240,ACSA,5.6,2,
CMSF11unh1,240,UNK,19.3,3,
CMSF11unh2,0,UNK,10.6,3,
CMSF11unh2,120,UNK,16.5,4,
CMSF11unh2,120,ACSA,6.4,2,
CMSF11unh2,120,UNK,10.6,3,
CMSF11unh2,120,PIRU,16,2,
CMSF11unh2,120,UNK,7.8,4,
CMSF11unh2,240,PIRU,7.3,1,
CMSF11unh2,240,FRAM,6,3,
CMSF11unh3,0,UNK,9.7,3,
CMSF11unh3,0,BEAL,12.6,4,
CMSF11unh3,0,BEAL,14.7,4,
CMSF11unh3,0,UNK,13.5,4,
CMSF11unh3,120,PIRU,15.5,1,
CMSF11unh3,240,ACPE,7.7,1,
CMSF11unh3,240,ACSA,14.8,2,
CMSF11unh4,0,UNK,17.6,5,
CMSF11unh4,120,UNK,8.7,3,
CMSF11unh4,120,UNK,9.4,3,
CMSF11unh4,120,UNK,6.6,3,
CMSF11unh4,120,UNK,19.4,3,
CMSF11unh4,240,FRAM,7.9,1,
CMSF11unh4,240,QURU,37.8,2,
CMSF11unh4,240,UNK,10,4,
CMSF62unh1,0,BEPA,6,3,
CMSF62unh1,0,BEAL,15.7,3,
CMSF62unh1,0,FRAM,9.9,3,
CMSF62unh1,0,ACPE,4.2,1,
CMSF62unh1,240,PIRU,11,3,
CMSF62unh1,240,PIRU,7,3,
CMSF62unh1,240,BEPA,14.2,2,
CMSF62unh2,0,UNK,9.3,3,
CMSF62unh2,0,FRAM,14.8,2,
CMSF62unh2,0,UNK,10.2,4,
CMSF62unh2,0,PIRU,12.8,1,
CMSF62unh2,120,PIRU,12.8,1,
CMSF62unh2,240,FRAM,9.6,1,
CMSF62unh2,240,FRAM,11.1,2,
CMSF62unh3,0,ABBA,9.1,1,
CMSF62unh3,0,UNK,15.5,5,
CMSF62unh3,240,UNK,17.2,5,
CMSF62unh4,0,UNK,10.4,2,
CMSF62unh4,0,UNK,9.3,3,
CMSF62unh4,0,UNK,6.4,2,
CMSF62unh4,0,BEPA,8.3,4,
CMSF62unh4,120,UNK,7.4,3,
CMSF62unh4,120,UNK,3.6,2,
CMSF62unh4,120,UNK,9.1,4,
CMSF62unh4,120,UNK,6.2,3,
CMSF62unh4,120,UNK,12.7,2,
CMSF62unh4,120,UNK,2.9,2,
CMSF62unh4,120,BEPA,6.3,2,
