plot_ID,tree_ID,species,DBH_cm,status,height_m,decay_class,to be cut,notes
DHSPmat2,4,FRAM,65.7,stump,0.33,1,NO,
DHSPmat2,5,FRAM,41.1,live,,,NO,
DHSPmat2,6,ACSA,16.7,live,,,NO,
DHSPmat2,7,FRAM,34.4,stump,0.23,1,NO,
DHSPmat2,8,PRSE,59.6,stump,0.17,1,NO,
DHSPmat2,9,FRAM,11,live,,,NO,
DHSPmat2,10,FRAM,14.2,live,,,NO,
DHSPmat2,11,PRSE,59.6,stump,0.63,2,NO,
DHSPmat2,12,FRAM,48.1,live,,,NO,
DHSPmat2,13,ACSA,15.1,live,,,NO,
DHSPmat2,14,ACSA,61.6,snag,19.8,3,NO,
DHSPmat2,15,ACSA,23,live,,,NO,
DHSPmat2,16,ACSA,15.8,live,,,NO,
DHSPmat2,17,ACRU,59.8,live,,,NO,
DHSPmat2,18,ACSA,12,live,,,NO,
DHSPmat2,19,ACSA,13.2,live,,,NO,
DHSPmat2,20,FAGR,13.9,live,,,NO,
DHSPmat2,21,ACSA,12.2,live,,,NO,
DHSPmat2,22,ACPE,10.6,live,,,NO,
DHSPmat2,23,ACSA,11.5,live,,,NO,
DHSPmat3,1,ACSA,15.3,live,,,NO,
DHSPmat3,2,PRSE,57.2,live,,,NO,
DHSPmat3,3,ACSA,12.4,live,,,NO,
DHSPmat3,4,PRSE,41.3,stump,0.32,1,NO,
DHSPmat3,5,ACSA,20.6,live,,,NO,
DHSPmat3,6,FRAM,54.5,stump,0.24,1,NO,
DHSPmat3,7,FRAM,26.3,stump,0.3,2,NO,
DHSPmat3,8,ACSA,25.5,live,,,NO,
DHSPmat3,9,PRSE,50.4,live,,,NO,
DHSPmat3,10,FRAM,42.8,stump,0.38,2,NO,
DHSPmat3,11,PRSE,42.5,live,,,NO,
DHSPmat3,12,ACSA,19.7,live,,,NO,
DHSPmat3,13,ACSA,15,live,,,NO,
DHSPmat3,14,FRAM,71,live,,,NO,
DHSPmat3,15,ACSA,13.7,live,,,NO,
DHSPmat3,16,FRAM,61.2,stump,0.43,3,NO,
DHSPmat3,17,ACSA,24.3,live,,,NO,
HMSPunh1,1,FRAM,63.8,live,,,YES,
HMSPunh1,2,QURU,28.5,live,,,YES,
HMSPunh1,3,ACSA,14.6,live,,,NO,
HMSPunh1,4,ACSA,26,live,,,NO,
HMSPunh1,5,PIST,19.6,snag,3.7,3,NO,
HMSPunh1,6,ACRU,43.3,live,,,YES,
HMSPunh1,7,ACRU,34.5,live,,,YES,
HMSPunh1,8,FAGR,11,live,,,NO,
HMSPunh1,9,ACRU,10.2,live,,,NO,
HMSPunh1,10,ACRU,18.3,live,,,NO,
HMSPunh1,11,FRAM,39.1,live,,,YES,
HMSPunh1,12,FRAM,37.7,live,,,YES,
HMSPunh1,13,ACSA,13.6,live,,,NO,
HMSPunh1,14,QURU,33.2,live,,,NO,
HMSPunh1,15,QURU,25,live,,,YES,
HMSPunh1,16,QURU,39.3,live,,,NO,
HMSPunh1,17,ACSA,13,live,,,NO,
HMSPunh1,18,ACSA,11.2,live,,,NO,
HMSPunh1,19,ACSA,20.5,live,,,NO,
HMSPunh1,20,FRAM,39.2,live,,,NO,
HMSPunh1,21,ACRU,15.7,live,,,NO,
HMSPunh1,22,FAGR,11,live,,,NO,
HMSPunh1,23,ACSA,13.1,live,,,NO,
HMSPunh1,24,FRAM,43.1,live,,,YES,
HMSPunh1,25,FRAM,33.4,live,,,YES,
HMSPunh1,26,FRAM,17.8,snag,10.7,2,NO,
HMSPunh2,1,FRAM,13.1,live,,,YES,
HMSPunh2,2,FRAM,11.8,live,,,NO,
HMSPunh2,3,BEPO,17.9,live,,,NO,
HMSPunh2,4,ACRU,13.9,live,,,NO,
HMSPunh2,5,BEPA,15.7,snag,9.1,1,NO,
HMSPunh2,6,ACRU,12.2,live,,,NO,
HMSPunh2,7,PRSE,37.4,live,,,NO,
HMSPunh2,8,ACRU,19.5,live,,,NO,
HMSPunh2,9,FRAM,11.5,live,,,YES,
HMSPunh2,10,FRAM,47.2,live,,,YES,
HMSPunh2,11,PRSE,25.9,snag,12.2,2,YES,
HMSPunh2,12,PRSE,18.9,snag,7.6,3,NO,
HMSPunh2,13,FRAM,12.2,live,,,YES,
HMSPunh2,14,FRAM,33.3,live,,,YES,
HMSPunh2,15,FRAM,10.6,live,,,NO,
HMSPunh2,16,ACRU,17.6,live,,,NO,
HMSPunh2,17,ACRU,43.8,live,,,NO,
HMSPunh2,18,PIST,12.5,snag,7.6,1,NO,
HMSPunh2,19,PIST,19.2,snag,12.2,1,NO,
HMSPunh2,20,PRSE,26.3,snag,12.2,3,NO,
HMSPunh2,21,FRAM,21.9,live,,,YES,
HMSPunh2,22,PIST,23.3,snag,12.2,1,NO,
HMSPunh2,23,BEPO,28,live,,,YES,
HMSPunh2,24,BEPO,22.5,live,,,NO,
HMSPunh3,1,ACSA,37.8,live,,,NO,
HMSPunh3,2,FRAM,38.8,snag,13.7,3,YES,
HMSPunh3,3,FRAM,48,live,,,YES,
HMSPunh3,4,FRAM,53.5,live,,,YES,
HMSPunh3,5,FRAM,43,live,,,YES,
HMSPunh3,6,ACSA,23.6,live,,,NO,
HMSPunh3,7,ACSA,16.7,live,,,NO,
HMSPunh3,8,ACSA,19.5,live,,,NO,
HMSPunh3,9,FRAM,24.2,live,,,YES,
HMSPunh3,10,FRAM,38.7,live,,,YES,
HMSPunh3,11,FRAM,29.5,live,,,YES,
HMSPunh3,12,FRAM,51.2,live,,,YES,
HMSPunh3,13,ACSA,64.8,live,,,NO,
HMSPunh3,14,FRAM,33.7,live,,,YES,
HMSPunh3,15,ACSA,37.5,live,,,NO,
HMSPunh3,16,ACSA,25.9,live,,,NO,
HMSPunh3,17,ACRU,15.5,live,,,NO,
HMSPunh3,18,FRAM,28.6,live,,,YES,
HMSPunh3,19,FRAM,35.4,live,,,YES,
HMSPunh3,20,FRAM,37.4,live,,,YES,
HMSPunh3,21,FRAM,47.1,live,,,YES,
HMSPunh4,1,QURU,78,live,,,NO,
HMSPunh4,2,ACSA,24.6,snag,9.1,3,NO,
HMSPunh4,3,ACSA,32,live,,,NO,
HMSPunh4,4,ACSA,27.8,live,,,NO,
HMSPunh4,5,FRAM,41.8,live,,,YES,
HMSPunh4,6,ACSA,13.4,live,,,NO,
HMSPunh4,7,ACSA,14,live,,,NO,
HMSPunh4,8,ACSA,12.7,live,,,NO,
HMSPunh4,9,ACRU,25.2,snag,15.2,1,YES,
HMSPunh4,10,ACSA,20.5,live,,,NO,
HMSPunh4,11,ACSA,15.6,live,,,NO,
HMSPunh4,12,FRAM,43.1,live,,,YES,
HMSPunh4,13,ACSA,11.1,live,,,NO,
HMSPunh4,14,ACRU,42.2,live,,,YES,
HMSPunh4,15,ACSA,13.1,snag,10.7,1,NO,
HMSPunh4,16,ACSA,14.6,live,,,NO,
HMSPunh4,17,PIST,47.3,live,,,YES,
HMSPunh4,18,QURU,62.7,live,,,NO,
HMSPunh4,19,PIST,45,snag,13.7,3,NO,
HMSPunh4,20,ACSA,15,live,,,NO,
HMSPunh4,21,FRAM,30.6,live,,,YES,
HMSPunh4,22,FAGR,34.8,live,,,NO,
HMSPunh4,23,FRAM,18.3,snag,2.1,4,NO,
HMSPunh4,24,FRAM,28.6,live,,,YES,
HSF161gap1,1,ACSA,57.6,snag,3.7,4,NO,
HSF161gap1,2,ACSA,15.5,live,,,NO,
HSF161gap1,3,ACSA,28,snag,10.7,1,NO,
HSF161gap1,4,ACSA,47.2,live,,,NO,
HSF161gap1,5,ACSA,27.5,live,,,NO,
HSF161gap1,6,ACSA,19,live,,,NO,
HSF161mat1,1,FRAM,54.7,stump,0.4,2,NO,
HSF161mat1,2,OSVI,15.6,live,,,NO,
HSF161mat1,3,ACSA,14.2,live,,,NO,
HSF161mat1,4,FRAM,31.7,stump,0.21,1,NO,
HSF161mat1,5,ACSA,31.4,live,,,NO,
HSF161mat1,6,ACSA,44.3,live,,,NO,
HSF161mat1,7,FRAM,73.1,snag,22.9,1,NO,
HSF161mat1,8,FRAM,34.2,stump,0.16,2,NO,
HSF161mat1,9,ACSA,38.9,live,,,NO,
HSF161mat1,10,ACSA,26.7,live,,,NO,
HSF161mat1,11,FRAM,25.3,live,,,NO,
HSF161mat1,12,ACSA,22.5,live,,,NO,
HSF161mat1,13,ACSA,25.8,live,,,NO,
HSF161mat1,14,FRAM,70.4,stump,0.3,1,NO,
HSF161mat1,15,FRAM,23.1,stump,0.18,1,NO,
HSF161mat1,16,ACSA,15.2,stump,0.11,1,NO,
HSF161gap2,1,ACSA,21.2,live,,,NO,
HSF161gap2,2,FRAM,39.7,stump,0.51,1,NO,
HSF161gap2,3,ACSA,33.1,live,,,NO,
HSF161gap2,4,FRAM,34.2,stump,0.22,1,NO,
HSF161gap2,5,ACSA,39.1,live,,,NO,
HSF161gap2,6,FRAM,34.2,stump,0.22,1,NO,
HSF161gap2,7,FRAM,51.5,stump,0.33,1,NO,
HSF161gap2,8,FRAM,59.5,stump,0.28,1,NO,
HSF161gap2,9,ACSA,34.3,stump,0.14,2,NO,
HSF161gap2,10,ACSA,27.3,stump,,,NO,
HSF161mat2,1,FRAM,31.5,stump,1.19,1,NO,stump
HSF161mat2,2,FRAM,51.1,stump,0.19,2,NO,
HSF161mat2,3,FRAM,48.4,snag,21.3,2,NO,
HSF161mat2,4,FRAM,46,snag,18.3,2,NO,
HSF161mat2,5,FRAM,60.6,stump,0.31,5,NO,
HSF161mat2,6,ACSA,44.3,live,,,NO,
HSF161mat2,7,FRAM,52,live,,,NO,
HSF161mat2,8,CACO,17.4,live,,,NO,
HSF161mat2,9,HAVI,11.6,live,,,NO,
HSF161mat2,10,ACSA,32,live,,,NO,
HSF161mat2,11,FRAM,90,snag,7.6,4,NO,
HSF161mat2,12,FRAM,79.5,snag,9.1,3,NO,
HSF161mat2,13,ACSA,32.4,live,,,NO,
HSF161mat2,14,FRAM,57.9,live,,,NO,
HSF161mat2,15,ACSA,12.1,live,,,NO,
HSF161mat3,1,FRAM,97.8,stump,0.34,1,NO,
HSF161mat3,2,ACSA,18.6,live,,,NO,
HSF161mat3,3,ACSA,18.5,live,,,NO,
HSF161mat3,4,ACSA,25.6,live,,,NO,
HSF161mat3,5,ACSA,32,live,,,NO,
HSF161mat3,6,FRAM,32.2,snag,10.7,2,NO,
HSF161mat3,7,FRAM,48.6,stump,0.23,5,NO,
HSF161mat3,8,ACRU,49,live,,,NO,
HSF161mat3,9,FRAM,21.1,snag,12.2,2,NO,
HSF161mat3,10,ACRU,12.6,live,,,NO,
HSF161mat3,11,FRAM,19.7,snag,13.7,1,NO,
HSF161mat3,12,FRAM,40.7,stump,1.03,1,NO,stump
HSF161mat3,13,FRAM,20.2,stump,0.33,3,NO,
HSF161mat3,14,FRAM,24.5,snag,15.2,1,NO,
HSF161mat3,15,FRAM,19.3,stump,0.32,2,NO,
HSF161mat3,16,FRAM,42.4,snag,16.8,1,NO,
HSF161mat3,17,ACSA,18.1,stump,,,NO,
HSF161mat3,18,ACSA,12.1,stump,,,NO,
HSF161mat3,19,ACSA,13.4,stump,,,NO,
HSF161mat3,20,ACSA,24.8,stump,,,NO,
HSF161gap3,1,ACSA,23,live,,,NO,
HSF161gap3,2,FRAM,41.1,stump,0.21,3,NO,
HSF161gap3,3,ACSA,35.5,live,,,NO,
HSF161gap3,4,FRAM,34.1,stump,0.18,1,NO,
HSF161gap3,5,ACSA,18.6,live,,,NO,
HSF161gap3,6,ACSA,47.8,live,,,NO,
HSF161gap3,7,FRAM,49.9,stump,0.27,2,NO,
HSF161gap3,8,ACSA,11.4,live,,,NO,
HSF161gap3,9,ACSA,17,live,,,NO,
HSF161gap3,10,FRAM,22.7,stump,0.28,3,NO,
HSF161gap3,11,ACSA,48.7,stump,0.2,2,NO,
HSF161gap3,12,ACSA,17.5,live,,,NO,
HSF161gap3,13,ACSA,27.5,stump,0.17,3,NO,
ASF114unh1,1,ACSA,36.9,live,,,NO,
ASF114unh1,2,ACSA,40.5,live,,,NO,
ASF114unh1,3,FRAM,40.4,snag,15.2,1,NO,
ASF114unh1,4,OSVI,21.4,live,,,NO,
ASF114unh1,5,OSVI,13.5,live,,,NO,
ASF114unh1,6,OSVI,10.3,live,,,NO,
ASF114unh1,7,OSVI,22,live,,,NO,
ASF114unh1,8,FRAM,36.2,snag,15.2,1,NO,
ASF114unh1,9,UNK,18,snag,20,2,NO,
ASF114unh1,10,QURU,56.9,live,,,NO,
ASF114unh1,11,OSVI,11.8,live,,,NO,
ASF114unh1,12,ACSA,23.9,live,,,NO,
ASF114unh1,13,QURU,51.5,live,,,NO,
ASF114unh1,14,CAOV,29,live,,,NO,
ASF114unh1,15,FRAM,44.3,live,,,NO,
ASF114unh2,1,FRAM,72.1,live,,,NO,
ASF114unh2,2,FAGR,16.7,live,,,NO,
ASF114unh2,3,UNK,36,snag,2.7,4,NO,
ASF114unh2,4,BEAL,43.3,snag,12.2,3,NO,
ASF114unh2,5,FRAM,71.9,live,,,NO,
ASF114unh2,6,ACSA,52.7,live,,,NO,
ASF114unh2,7,ACSA,34.6,live,,,NO,
ASF114unh2,8,ACSA,34.6,live,,,NO,
ASF114unh2,9,FRAM,42.8,stump,1.21,3,NO,stump
ASF114unh2,10,FAGR,22.4,live,,,NO,
ASF114unh2,11,ACSA,20,live,,,NO,
ASF114unh2,12,FAGR,18.5,live,,,NO,
ASF114unh2,13,FRAM,43.8,live,,,NO,
ASF114unh2,14,FAGR,22.6,live,,,NO,
ASF114unh2,15,ACSA,13.9,live,,,NO,
ASF114unh3,1,FRAM,44.9,snag,19.8,1,NO,
ASF114unh3,2,UNK,23.5,stump,0.19,5,NO,
ASF114unh3,3,FAGR,32.9,live,,,NO,
ASF114unh3,4,FRAM,32.4,snag,15.3,2,NO,
ASF114unh3,5,FRAM,50.5,live,,,NO,
ASF114unh3,6,FRAM,41.3,snag,21.3,1,NO,
ASF114unh3,7,FRAM,40.1,live,,,NO,
ASF114unh3,8,FRAM,47.7,live,,,NO,
ASF114unh3,9,FAGR,41.5,snag,3,4,NO,
ASF114unh3,10,FRAM,32,snag,12.2,2,NO,
ASF114unh3,11,FRAM,47.2,live,,,NO,
ASF114unh3,12,FAGR,13.5,live,,,NO,
ASF114unh3,13,FAGR,36.3,live,,,NO,
ASF114unh3,14,FRAM,48.6,live,,,NO,
ASF114unh3,15,FAGR,24.9,live,,,NO,
ASF114unh3,16,FAGR,43.7,live,,,NO,
ASF114unh3,17,QURU,65.8,live,,,NO,
ASF114unh3,18,FRAM,39.5,snag,10.7,3,NO,
ASF114unh4,1,ACRU,43.6,live,,,NO,
ASF114unh4,2,FRAM,66,live,,,NO,
ASF114unh4,3,FAGR,14.8,live,,,NO,
ASF114unh4,4,ACRU,38.2,live,,,NO,
ASF114unh4,5,FAGR,37.2,live,,,NO,
ASF114unh4,6,FAGR,31.3,live,,,NO,
ASF114unh4,7,FAGR,16.2,live,,,NO,
ASF114unh4,8,FAGR,32.8,live,,,NO,
ASF114unh4,9,FRAM,56.2,live,,,NO,
ASF114unh4,10,ACSA,11.5,live,,,NO,
ASF114unh4,11,FAGR,32.5,live,,,NO,
ASF114unh4,12,FAGR,15.1,live,,,NO,
ASF114unh4,13,ACRU,32.4,live,,,NO,
ASF114unh4,14,ACRU,34.7,live,,,NO,
ASF114unh4,15,ACSA,51.9,live,,,NO,
SSFYL2mat1,1,FRAM,99.8,stump,0.52,2,NO,
SSFYL2mat1,2,ACSA,17.6,live,,,NO,
SSFYL2mat1,3,FRAM,34.9,snag,9.14,3,NO,
SSFYL2mat1,4,ACSA,18.6,live,,,NO,
SSFYL2mat1,5,ACSA,17.8,live,,,NO,
SSFYL2mat1,6,ACSA,26.1,live,,,NO,
SSFYL2mat1,7,ACSA,23.5,live,,,NO,
SSFYL2mat1,8,ACSA,12.8,live,,,NO,
SSFYL2mat1,9,QURU,16.7,live,,,NO,
SSFYL2mat1,10,UNK,52.5,stump,0.33,4,NO,
SSFYL2mat1,11,UNK,41.9,stump,0.38,3,NO,
SSFYL2mat1,12,ACRU,12.4,live,,,NO,
SSFYL2mat1,13,ACRU,14.2,live,,,NO,
SSFYL2mat1,14,UNK,35.7,stump,0.24,4,NO,
SSFYL2mat1,15,ACSA,15.3,live,,,NO,
SSFYL2mat1,16,ACRU,12.2,live,,,NO,
SSFYL2mat1,17,ACSA,26.3,live,,,NO,
SSFYL2mat1,18,ACSA,15,live,,,NO,
SSFYL2mat1,19,ACSA,13.9,live,,,NO,
SSFYL2mat1,20,QURU,67.3,live,,,NO,
SSFYL2mat1,21,ACSA,30.9,live,,,NO,
SSFYL2mat1,22,ACSA,30.1,live,,,NO,
SSFYL2mat1,23,FRAM,41,stump,0.41,3,NO,
SSFYL2mat1,24,FRAM,28.2,stump,0.43,4,NO,
SSFYL2mat1,25,FRAM,36,stump,0.34,,NO,
SSFYL2mat1,26,ACSA,26,live,,,NO,
SSFYL2mat1,27,FRAM,35.1,snag,13.7,1,NO,
SSFYL2mat1,28,UNK,28,stump,0.22,4,NO,
SSFYL2gap1,1,ACSA,33.2,live,,,NO,
SSFYL2gap1,2,FRAM,58.9,stump,0.21,2,NO,
SSFYL2gap1,3,ACSA,21.1,live,,,NO,
SSFYL2gap1,4,UNK,15.2,stump,0.13,3,NO,
SSFYL2gap1,5,ACSA,32.7,stump,0.2,2,NO,
SSFYL2gap1,6,ACSA,32,live,,,NO,
SSFYL2gap1,7,FRAM,13.1,stump,0.14,1,NO,
SSFYL2gap1,8,ACSA,41,live,,,NO,
SSFYL2gap1,9,ACSA,31.9,live,,,NO,
SSFYL2gap1,10,ACSA,22.1,live,,,NO,
SSFYL2gap1,11,ACSA,22.5,live,,,NO,
SSFYL2gap1,12,ACSA,24.1,live,,,NO,
SSFYL2gap1,13,FRAM,32.6,live,,,NO,
SSFYL2gap1,14,FRAM,43.2,live,,,NO,
SSFYL2gap1,15,ACSA,18.2,live,,,NO,
SSFYL2mat2,1,FRAM,82.9,live,,,NO,
SSFYL2mat2,2,ACSA,19.9,live,,,NO,
SSFYL2mat2,3,ACSA,10.7,live,,,NO,
SSFYL2mat2,4,ACSA,18.1,live,,,NO,
SSFYL2mat2,5,ACSA,35,live,,,NO,
SSFYL2mat2,6,FRAM,41.2,stump,0.1,2,NO,
SSFYL2mat2,7,ACRU,33.1,live,,,NO,
SSFYL2mat2,8,ACSP,22.4,snag,12.2,2,NO,
SSFYL2mat2,9,PIST,73,live,,,NO,
SSFYL2mat2,10,ACSA,22.7,live,,,NO,
SSFYL2mat2,11,ACSA,29.1,live,,,NO,
SSFYL2mat2,12,PIST,38.7,stump,0.24,3,NO,
SSFYL2mat2,13,ACSA,23.2,live,,,NO,
SSFYL2mat2,14,ACSA,16.2,live,,,NO,
SSFYL2mat2,15,ACSA,32.8,live,,,NO,
SSFYL2mat2,16,ACSA,19.5,live,,,NO,
SSFYL2mat2,17,ACSA,12.2,live,,,NO,
SSFYL2mat2,18,FRAM,19.7,snag,9.1,2,NO,
SSFYL2mat2,19,ACSA,11.9,live,,,NO,
SSFYL2mat2,20,FRAM,71.1,live,,,NO,
SSFYL2mat2,21,ACSA,18.6,live,,,NO,
SSFYL2mat2,22,ACSA,16.7,live,,,NO,
SSFYL2mat3,1,ACRU,66.6,snag,3.66,3,NO,
SSFYL2mat3,2,UNK,22.1,stump,0.12,4,NO,
SSFYL2mat3,3,FRAM,56.3,stump,0.24,3,NO,
SSFYL2mat3,4,ACRU,24.6,live,,,NO,
SSFYL2mat3,5,FRAM,20.9,live,,,NO,
SSFYL2mat3,6,FAGR,13.2,live,,,NO,
SSFYL2mat3,7,ACSA,12.5,live,,,NO,
SSFYL2mat3,8,PIST,69.2,live,,,NO,
SSFYL2mat3,9,ACRU,24.5,live,,,NO,
SSFYL2mat3,10,ACSA,17.1,live,,,NO,
SSFYL2mat3,11,FRAM,20.8,live,,,NO,
SSFYL2mat3,12,ACSA,15.5,live,,,NO,
SSFYL2mat3,13,FRAM,77,stump,0.3,1,NO,
SSFYL2mat3,14,ACSA,27.4,live,,,NO,
SSFYL2mat3,15,FRAM,21.4,live,,,NO,
SSFYL2mat3,16,ACSA,18.5,live,,,NO,
SSFYL2mat3,17,FRAM,73.9,stump,0.21,2,NO,
SSFYL2mat3,18,ACRU,50.2,live,,,NO,
SSFYL2mat3,19,ACSP,28.3,stump,0.25,2,NO,
SSFYL2mat3,20,ACSA,29.8,live,,,NO,
SSFYL2mat3,21,ACSA,37.6,live,,,NO,
SSFYL2mat3,22,ACSA,18.7,live,,,NO,
SSFYL2gap2,1,FRAM,87.1,stump,0.22,1,NO,
SSFYL2gap2,2,ACRU,16.6,live,,,NO,
SSFYL2gap2,3,PRSE,44.6,live,,,NO,
SSFYL2gap2,4,FRAM,12.4,live,,,NO,
SSFYL2gap2,5,ACRU,29.2,live,,,NO,
SSFYL2gap2,6,FRAM,28.9,stump,0.23,2,NO,
SSFYL2gap2,7,PRSE,44.6,stump,0.31,2,NO,
SSFYL2gap2,8,ACSA,46,live,,,NO,
SSFYL2gap2,9,FRAM,109.1,stump,0.32,2,NO,
SSFYL2gap2,10,ACRU,19.4,live,,,NO,
SSFYL2gap2,11,ACRU,20,live,,,NO,
SSFYL2gap2,12,ACSA,19.3,live,,,NO,
SSFYL2gap2,13,PRSE,55.9,live,,,NO,
SSFYL2gap2,14,ACRU,38.3,live,,,NO,
SSFYL2gap2,15,FRAM,47.3,stump,0.35,2,NO,
SSFYL2gap2,16,ACRU,20.2,snag,6.1,3,NO,
SSFYL2gap2,17,ACSA,24.6,live,,,NO,
SSFYL2gap2,18,PRSE,41.6,live,,,NO,
SSFYL2gap2,19,FRAM,53.3,stump,0.2,2,NO,
SSFYL2gap2,20,ACRU,27.3,snag,7.62,3,NO,
SSFYL2gap2,21,UNK,16.8,snag,1.5,4,NO,
SSFYL2gap3,1,ACRU,32.5,live,,,NO,
SSFYL2gap3,2,ACRU,13.8,live,,,NO,
SSFYL2gap3,3,ACSA,23.9,live,,,NO,
SSFYL2gap3,4,ACRU,89.8,stump,0.21,2,NO,
SSFYL2gap3,5,ACSA,16.3,live,,,NO,
SSFYL2gap3,6,FRAM,23.1,snag,10.67,2,NO,
SSFYL2gap3,7,FAGR,12,live,,,NO,
SSFYL2gap3,8,ACRU,27.8,live,,,NO,
SSFYL2gap3,9,ACSA,37.4,stump,0.16,3,NO,
SSFYL2gap3,10,FRAM,67,live,,,NO,
SSFYL2gap3,11,BEAL,16.9,stump,0.19,3,NO,
SSFYL2gap3,12,PIST,69.6,stump,0.31,2,NO,
SSFYL2gap3,13,PIST,30.3,stump,0.12,3,NO,
SSFYL2gap3,14,BEAL,11,live,,,NO,
SSFYL2gap3,15,FRAM,34.9,stump,0.78,1,NO,
SSFYL2gap3,16,UNK,16.7,snag,1.5,3,NO,
SSFYL2gap3,17,BEAL,86,stump,0.28,3,NO,
SSFYL2gap3,18,FAGR,15,live,,,NO,
TSF49unh1,1,FRAM,51.3,live,,,YES,
TSF49unh1,2,ACRU,23.2,snag,10.67,2,YES,
TSF49unh1,3,ACRU,15.9,live,,,NO,
TSF49unh1,4,ACSA,15.9,live,,,NO,
TSF49unh1,5,FRAM,27.9,live,,,YES,
TSF49unh1,6,FRAM,36.7,live,,,YES,
TSF49unh1,7,FRAM,36.6,live,,,YES,
TSF49unh1,8,ACSA,26,live,,,NO,
TSF49unh1,9,ACSA,28.7,live,,,NO,
TSF49unh1,10,ACRU,16.5,live,,,NO,
TSF49unh1,11,ACRU,40.7,live,,,NO,
TSF49unh1,12,ACRU,27.3,live,,,NO,
TSF49unh1,13,FAGR,11.2,live,,,NO,
TSF49unh1,14,UNK,40.6,stump,0.67,4,NO,
TSF49unh1,15,ACRU,19.8,live,,,YES,
TSF49unh1,16,ACRU,24.3,live,,,YES,
TSF49unh1,17,ACRU,19.8,live,,,YES,
TSF49unh1,18,ACPE,10.3,live,,,NO,
TSF49unh1,19,FRAM,13.1,snag,9.14,2,NO,
TSF49unh1,20,ACRU,17.6,snag,7.62,3,NO,
TSF49unh2,1,FRAM,54.4,live,,,YES,
TSF49unh2,2,FRAM,21.8,live,,,NO,
TSF49unh2,3,FRAM,17.4,live,,,NO,
TSF49unh2,4,ACSA,11.2,live,,,NO,
TSF49unh2,5,ACSA,23.7,live,,,NO,
TSF49unh2,6,FRAM,47.9,live,,,YES,
TSF49unh2,7,FRAM,21.2,live,,,YES,
TSF49unh2,8,ACRU,18,live,,,NO,
TSF49unh2,9,ACSA,13.4,live,,,NO,
TSF49unh2,10,ACSA,25.3,live,,,NO,
TSF49unh2,11,ACSA,24.9,live,,,NO,
TSF49unh2,12,ACSA,14.4,live,,,NO,
TSF49unh2,13,ACSP,15.6,snag,3,3,NO,
TSF49unh2,14,ACSA,14.6,live,,,NO,
TSF49unh2,15,ACSA,17.3,live,,,NO,
TSF49unh2,16,FRAM,38.5,live,,,YES,
TSF49unh2,17,ACSA,17.5,live,,,NO,
TSF49unh2,18,QURU,52.1,live,,,NO,
TSF49unh2,19,FRAM,37.9,live,,,YES,
TSF49unh2,20,ACSA,14,live,,,NO,
TSF49unh2,21,ACSA,24.7,live,,,NO,
TSF49unh2,22,FRAM,45.1,live,,,YES,
TSF49unh2,23,ACSA,11,live,,,NO,
TSF49unh2,24,FRAM,37,live,,,YES,
TSF49unh2,25,ACSA,52.3,live,,,NO,
TSF49unh3,1,ACSA,21.2,live,,,NO,
TSF49unh3,2,FRAM,31.9,live,,,YES,
TSF49unh3,3,ACSA,10.9,snag,12.2,1,NO,
TSF49unh3,4,ACRU,37.1,live,,,NO,
TSF49unh3,5,ACSA,20.5,live,,,NO,
TSF49unh3,6,ACSA,16.5,live,,,NO,
TSF49unh3,7,ACSA,17.2,stump,0.11,2,NO,
TSF49unh3,8,ACSA,13.6,snag,12.2,1,NO,
TSF49unh3,9,ACSA,14.1,stump,0.37,2,NO,
TSF49unh3,10,ACSA,20,live,,,NO,
TSF49unh3,11,ACRU,45.8,live,,,NO,
TSF49unh3,12,FRAM,28.9,live,,,YES,
TSF49unh3,13,OSVI,14.9,live,,,NO,
TSF49unh3,14,ACRU,32,live,,,NO,
TSF49unh3,15,FRAM,46.7,live,,,YES,
TSF49unh3,16,ACSA,14.8,live,,,NO,
TSF49unh3,17,FRAM,29.9,live,,,YES,
TSF49unh3,18,ACSA,15.5,live,,,NO,
TSF49unh3,19,ACRU,10.4,live,,,NO,
TSF49unh3,20,ACSA,10.3,live,,,NO,
TSF49unh3,21,QURU,51.2,live,,,NO,
TSF49unh3,22,ACRU,18.9,live,,,NO,
TSF49unh3,23,FRAM,37,live,,,NO,
TSF49unh4,1,FRAM,64.8,live,,,YES,
TSF49unh4,2,FAGR,14.6,live,,,NO,
TSF49unh4,3,ACRU,12,live,,,YES,
TSF49unh4,4,ACSA,11.4,snag,12.2,1,NO,
TSF49unh4,5,FRAM,17,live,,,YES,
TSF49unh4,6,ACSA,11.1,live,,,NO,
TSF49unh4,7,QURU,61.6,live,,,NO,
TSF49unh4,8,ACSA,12.9,live,,,NO,
TSF49unh4,9,ACSA,22.3,live,,,NO,
TSF49unh4,10,ACSA,16.5,live,,,YES,
TSF49unh4,11,ACSA,20.4,live,,,YES,
TSF49unh4,12,ACSA,27.9,live,,,NO,
TSF49unh4,13,ACSA,18.1,live,,,YES,
TSF49unh4,14,ACRU,11.6,live,,,YES,
TSF49unh4,15,FRAM,31.3,live,,,YES,
TSF49unh4,16,FRAM,34.3,live,,,YES,
TSF49unh4,17,FRAM,13,live,,,YES,
TSF49unh4,18,ACSA,20.5,live,,,NO,
TSF49unh4,19,ACSA,12.4,live,,,NO,
TSF49unh4,20,ACSA,12.8,live,,,YES,
