"species","age","mapcode"
"betualle","22","9569"
"acerrubr","22","9570"
"acersacc","23","9571"
"fagugran","23","9572"
"betualle","23","9573"
"acerrubr","23","9574"
"acersacc","24","9575"
"fagugran","24","9576"
"betualle","24","9577"
"acerrubr","24","9578"
"acersacc","25","9579"
"fagugran","25","9580"
"betualle","25","9581"
"acerrubr","25","9582"
"acersacc","26","9583"
"fagugran","26","9584"
"betualle","26","9585"
"acerrubr","26","9586"
"acersacc","27","9587"
"fagugran","27","9588"
"betualle","27","9589"
"acerrubr","27","9590"
"acersacc","28","9591"
"fagugran","28","9592"
"betualle","28","9593"
"acerrubr","28","9594"
"acersacc","29","9595"
"fagugran","29","9596"
"betualle","29","9597"
"acerrubr","29","9598"
"acersacc","30","9599"
"fagugran","30","9600"
"betualle","30","9601"
"acerrubr","30","9602"
"acersacc","31","9603"
"fagugran","31","9604"
"betualle","31","9605"
"acerrubr","31","9606"
"acersacc","32","9607"
"fagugran","32","9608"
"betualle","32","9609"
"acerrubr","32","9610"
"acersacc","33","9611"
"fagugran","33","9612"
"betualle","33","9613"
"acerrubr","33","9614"
"acersacc","34","9615"
"fagugran","34","9616"
"betualle","34","9617"
"acerrubr","34","9618"
"acersacc","1","9619"
"acerrubr","1","9620"
"fagugran","1","9621"
"betualle","1","9622"
"fraxamer","1","9623"
"acersacc","2","9624"
"acerrubr","2","9625"
"fagugran","2","9626"
"betualle","2","9627"
"fraxamer","2","9628"
"acersacc","3","9629"
"acerrubr","3","9630"
"fagugran","3","9631"
"betualle","3","9632"
"fraxamer","3","9633"
"acersacc","4","9634"
"acerrubr","4","9635"
"fagugran","4","9636"
"betualle","4","9637"
"fraxamer","4","9638"
"acersacc","5","9639"
"acerrubr","5","9640"
"fagugran","5","9641"
"betualle","5","9642"
"fraxamer","5","9643"
"acersacc","6","9644"
"acerrubr","6","9645"
"fagugran","6","9646"
"betualle","6","9647"
"fraxamer","6","9648"
"acersacc","7","9649"
"acerrubr","7","9650"
"fagugran","7","9651"
"betualle","7","9652"
"fraxamer","7","9653"
"acersacc","8","9654"
"acerrubr","8","9655"
"fagugran","8","9656"
"betualle","8","9657"
"fraxamer","8","9658"
"acersacc","9","9659"
"acerrubr","9","9660"
"fagugran","9","9661"
"betualle","9","9662"
"fraxamer","9","9663"
"acersacc","10","9664"
"acerrubr","10","9665"
"fagugran","10","9666"
"betualle","10","9667"
"fraxamer","10","9668"
"acersacc","11","9669"
"acerrubr","11","9670"
"fagugran","11","9671"
"betualle","11","9672"
"fraxamer","11","9673"
"acersacc","12","9674"
"acerrubr","12","9675"
"fagugran","12","9676"
"betualle","12","9677"
"fraxamer","12","9678"
"acersacc","13","9679"
"acerrubr","13","9680"
"fagugran","13","9681"
"betualle","13","9682"
"fraxamer","13","9683"
"acersacc","14","9684"
"acerrubr","14","9685"
"fagugran","14","9686"
"betualle","14","9687"
"fraxamer","14","9688"
"acersacc","15","9689"
"acerrubr","15","9690"
"fagugran","15","9691"
"betualle","15","9692"
"fraxamer","15","9693"
"acersacc","16","9694"
"acerrubr","16","9695"
"fagugran","16","9696"
"betualle","16","9697"
"fraxamer","16","9698"
"acersacc","17","9699"
"acerrubr","17","9700"
"fagugran","17","9701"
"betualle","17","9702"
"fraxamer","17","9703"
"acersacc","18","9704"
"acerrubr","18","9705"
"fagugran","18","9706"
"betualle","18","9707"
"fraxamer","18","9708"
"acersacc","19","9709"
"acerrubr","19","9710"
"fagugran","19","9711"
"betualle","19","9712"
"fraxamer","19","9713"
"acersacc","20","9714"
"acerrubr","20","9715"
"fagugran","20","9716"
"betualle","20","9717"
"fraxamer","20","9718"
"acersacc","21","9719"
"acerrubr","21","9720"
"fagugran","21","9721"
"betualle","21","9722"
"fraxamer","21","9723"
"acersacc","22","9724"
"acerrubr","22","9725"
"fagugran","22","9726"
"betualle","22","9727"
"fraxamer","22","9728"
"acersacc","23","9729"
"acerrubr","23","9730"
"fagugran","23","9731"
"betualle","23","9732"
"fraxamer","23","9733"
"acersacc","24","9734"
"acerrubr","24","9735"
"fagugran","24","9736"
"betualle","24","9737"
"fraxamer","24","9738"
"acersacc","25","9739"
"acerrubr","25","9740"
"fagugran","25","9741"
"betualle","25","9742"
"fraxamer","25","9743"
"acersacc","26","9744"
"acerrubr","26","9745"
"fagugran","26","9746"
"betualle","26","9747"
"fraxamer","26","9748"
"acersacc","27","9749"
"acerrubr","27","9750"
"fagugran","27","9751"
"betualle","27","9752"
"fraxamer","27","9753"
"acersacc","28","9754"
"acerrubr","28","9755"
"fagugran","28","9756"
"betualle","28","9757"
"fraxamer","28","9758"
"acersacc","29","9759"
"acerrubr","29","9760"
"fagugran","29","9761"
"betualle","29","9762"
"fraxamer","29","9763"
"acersacc","30","9764"
"acerrubr","30","9765"
"fagugran","30","9766"
"betualle","30","9767"
"fraxamer","30","9768"
"acersacc","31","9769"
"acerrubr","31","9770"
"fagugran","31","9771"
"betualle","31","9772"
"fraxamer","31","9773"
"acersacc","32","9774"
"acerrubr","32","9775"
"fagugran","32","9776"
"betualle","32","9777"
"fraxamer","32","9778"
"acersacc","33","9779"
"acerrubr","33","9780"
"fagugran","33","9781"
"betualle","33","9782"
"fraxamer","33","9783"
"acersacc","34","9784"
"acerrubr","34","9785"
"fagugran","34","9786"
"betualle","34","9787"
"fraxamer","34","9788"
"acersacc","1","9789"
"betualle","1","9790"
"acerrubr","1","9791"
"fagugran","1","9792"
"acersacc","2","9793"
"betualle","2","9794"
"acerrubr","2","9795"
"fagugran","2","9796"
"acersacc","3","9797"
"betualle","3","9798"
"acerrubr","3","9799"
"fagugran","3","9800"
"acersacc","4","9801"
"betualle","4","9802"
"acerrubr","4","9803"
"fagugran","4","9804"
"acersacc","5","9805"
"betualle","5","9806"
"acerrubr","5","9807"
"fagugran","5","9808"
"acersacc","6","9809"
"betualle","6","9810"
"acerrubr","6","9811"
"fagugran","6","9812"
"acersacc","7","9813"
"betualle","7","9814"
"acerrubr","7","9815"
"fagugran","7","9816"
"acersacc","8","9817"
"betualle","8","9818"
"acerrubr","8","9819"
"fagugran","8","9820"
"acersacc","9","9821"
"betualle","9","9822"
"acerrubr","9","9823"
"fagugran","9","9824"
"acersacc","10","9825"
"betualle","10","9826"
"acerrubr","10","9827"
"fagugran","10","9828"
"acersacc","11","9829"
"betualle","11","9830"
"acerrubr","11","9831"
"fagugran","11","9832"
"acersacc","12","9833"
"betualle","12","9834"
"acerrubr","12","9835"
"fagugran","12","9836"
"acersacc","13","9837"
"betualle","13","9838"
"acerrubr","13","9839"
"fagugran","13","9840"
"acersacc","14","9841"
"betualle","14","9842"
"acerrubr","14","9843"
"fagugran","14","9844"
"acersacc","15","9845"
"betualle","15","9846"
"acerrubr","15","9847"
"fagugran","15","9848"
"acersacc","16","9849"
"betualle","16","9850"
"acerrubr","16","9851"
"fagugran","16","9852"
"acersacc","17","9853"
"betualle","17","9854"
"acerrubr","17","9855"
"fagugran","17","9856"
"acersacc","18","9857"
"betualle","18","9858"
"acerrubr","18","9859"
"fagugran","18","9860"
"acersacc","19","9861"
"betualle","19","9862"
"acerrubr","19","9863"
"fagugran","19","9864"
"acersacc","20","9865"
"betualle","20","9866"
"acerrubr","20","9867"
"fagugran","20","9868"
"acersacc","21","9869"
"betualle","21","9870"
"acerrubr","21","9871"
"fagugran","21","9872"
"acersacc","22","9873"
"betualle","22","9874"
"acerrubr","22","9875"
"fagugran","22","9876"
"acersacc","23","9877"
"betualle","23","9878"
"acerrubr","23","9879"
"fagugran","23","9880"
"acersacc","24","9881"
"betualle","24","9882"
"acerrubr","24","9883"
"fagugran","24","9884"
"acersacc","25","9885"
"betualle","25","9886"
"acerrubr","25","9887"
"fagugran","25","9888"
"acersacc","26","9889"
"betualle","26","9890"
"acerrubr","26","9891"
"fagugran","26","9892"
"acersacc","27","9893"
"betualle","27","9894"
"acerrubr","27","9895"
"fagugran","27","9896"
"acersacc","28","9897"
"betualle","28","9898"
"acerrubr","28","9899"
"fagugran","28","9900"
"acersacc","29","9901"
"betualle","29","9902"
"acerrubr","29","9903"
"fagugran","29","9904"
"acersacc","30","9905"
"betualle","30","9906"
"acerrubr","30","9907"
"fagugran","30","9908"
"acersacc","31","9909"
"betualle","31","9910"
"acerrubr","31","9911"
"fagugran","31","9912"
"acersacc","32","9913"
"betualle","32","9914"
"acerrubr","32","9915"
"fagugran","32","9916"
"acersacc","33","9917"
"betualle","33","9918"
"acerrubr","33","9919"
"fagugran","33","9920"
"acersacc","34","9921"
"betualle","34","9922"
"acerrubr","34","9923"
"fagugran","34","9924"
"acersacc","1","9925"
"fagugran","1","9926"
"betualle","1","9927"
"prunpens","1","9928"
"prunpens","1","9929"
"acerpens","1","9930"
"acersacc","2","9931"
"fagugran","2","9932"
"betualle","2","9933"
"prunpens","2","9934"
"prunpens","2","9935"
"acerpens","2","9936"
"acersacc","3","9937"
"fagugran","3","9938"
"betualle","3","9939"
"prunpens","3","9940"
"prunpens","3","9941"
"acerpens","3","9942"
"acersacc","4","9943"
"fagugran","4","9944"
"betualle","4","9945"
"prunpens","4","9946"
"prunpens","4","9947"
"acerpens","4","9948"
"acersacc","5","9949"
"fagugran","5","9950"
"betualle","5","9951"
"prunpens","5","9952"
"prunpens","5","9953"
"acerpens","5","9954"
"acersacc","6","9955"
"fagugran","6","9956"
"betualle","6","9957"
"prunpens","6","9958"
"prunpens","6","9959"
"acerpens","6","9960"
"acersacc","7","9961"
"fagugran","7","9962"
"betualle","7","9963"
"prunpens","7","9964"
"prunpens","7","9965"
"acerpens","7","9966"
"acersacc","8","9967"
"fagugran","8","9968"
"betualle","8","9969"
"prunpens","8","9970"
"prunpens","8","9971"
"acerpens","8","9972"
"acersacc","9","9973"
"fagugran","9","9974"
"betualle","9","9975"
"prunpens","9","9976"
"prunpens","9","9977"
"acerpens","9","9978"
"acersacc","10","9979"
"fagugran","10","9980"
"betualle","10","9981"
"prunpens","10","9982"
"prunpens","10","9983"
"acerpens","10","9984"
"acersacc","11","9985"
"fagugran","11","9986"
"betualle","11","9987"
"prunpens","11","9988"
"prunpens","11","9989"
"acerpens","11","9990"
"acersacc","12","9991"
"fagugran","12","9992"
"betualle","12","9993"
"prunpens","12","9994"
"prunpens","12","9995"
"acerpens","12","9996"
"acersacc","13","9997"
"fagugran","13","9998"
"betualle","13","9999"
"prunpens","13","10000"
"prunpens","13","10001"
"acerpens","13","10002"
"acersacc","14","10003"
"fagugran","14","10004"
"betualle","14","10005"
"prunpens","14","10006"
"prunpens","14","10007"
"acerpens","14","10008"
"acersacc","15","10009"
"fagugran","15","10010"
"betualle","15","10011"
"prunpens","15","10012"
"prunpens","15","10013"
"acerpens","15","10014"
"acersacc","16","10015"
"fagugran","16","10016"
"betualle","16","10017"
"prunpens","16","10018"
"prunpens","16","10019"
"acerpens","16","10020"
"acersacc","17","10021"
"fagugran","17","10022"
"betualle","17","10023"
"prunpens","17","10024"
"prunpens","17","10025"
"acerpens","17","10026"
"acersacc","18","10027"
"fagugran","18","10028"
"betualle","18","10029"
"prunpens","18","10030"
"prunpens","18","10031"
"acerpens","18","10032"
"acersacc","19","10033"
"fagugran","19","10034"
"betualle","19","10035"
"prunpens","19","10036"
"prunpens","19","10037"
"acerpens","19","10038"
"acersacc","20","10039"
"fagugran","20","10040"
"betualle","20","10041"
"prunpens","20","10042"
"prunpens","20","10043"
"acerpens","20","10044"
"acersacc","21","10045"
"fagugran","21","10046"
"betualle","21","10047"
"prunpens","21","10048"
"prunpens","21","10049"
"acerpens","21","10050"
"acersacc","22","10051"
"fagugran","22","10052"
"betualle","22","10053"
"prunpens","22","10054"
"prunpens","22","10055"
"acerpens","22","10056"
"acersacc","23","10057"
"fagugran","23","10058"
"betualle","23","10059"
"prunpens","23","10060"
"prunpens","23","10061"
"acerpens","23","10062"
"acersacc","24","10063"
"fagugran","24","10064"
"betualle","24","10065"
"prunpens","24","10066"
"prunpens","24","10067"
"acerpens","24","10068"
"acersacc","25","10069"
"fagugran","25","10070"
"betualle","25","10071"
"prunpens","25","10072"
"prunpens","25","10073"
"acerpens","25","10074"
"acersacc","26","10075"
"fagugran","26","10076"
"betualle","26","10077"
"prunpens","26","10078"
"prunpens","26","10079"
"acerpens","26","10080"
"acersacc","27","10081"
"fagugran","27","10082"
"betualle","27","10083"
"prunpens","27","10084"
"prunpens","27","10085"
"acerpens","27","10086"
"acersacc","28","10087"
"fagugran","28","10088"
"betualle","28","10089"
"prunpens","28","10090"
"prunpens","28","10091"
"acerpens","28","10092"
"acersacc","29","10093"
"fagugran","29","10094"
"betualle","29","10095"
"prunpens","29","10096"
"prunpens","29","10097"
"acerpens","29","10098"
"acersacc","30","10099"
"fagugran","30","10100"
"betualle","30","10101"
"prunpens","30","10102"
"prunpens","30","10103"
"acerpens","30","10104"
"acersacc","31","10105"
"fagugran","31","10106"
"betualle","31","10107"
"prunpens","31","10108"
"prunpens","31","10109"
"acerpens","31","10110"
"acersacc","32","10111"
"fagugran","32","10112"
"betualle","32","10113"
"prunpens","32","10114"
"prunpens","32","10115"
"acerpens","32","10116"
"acersacc","33","10117"
"fagugran","33","10118"
"betualle","33","10119"
"prunpens","33","10120"
"prunpens","33","10121"
"acerpens","33","10122"
"acersacc","34","10123"
"fagugran","34","10124"
"betualle","34","10125"
"prunpens","34","10126"
"prunpens","34","10127"
"acerpens","34","10128"
"acersacc","1","10129"
"betualle","1","10130"
"fagugran","1","10131"
"betupapy","1","10132"
"prunpens","1","10133"
"prunpens","1","10134"
"acerpens","1","10135"
"acersacc","2","10136"
"betualle","2","10137"
"fagugran","2","10138"
"betupapy","2","10139"
"prunpens","2","10140"
"prunpens","2","10141"
"acerpens","2","10142"
"acersacc","3","10143"
"betualle","3","10144"
"fagugran","3","10145"
"betupapy","3","10146"
"prunpens","3","10147"
"prunpens","3","10148"
"acerpens","3","10149"
"acersacc","4","10150"
"betualle","4","10151"
"fagugran","4","10152"
"betupapy","4","10153"
"prunpens","4","10154"
"prunpens","4","10155"
"acerpens","4","10156"
"acersacc","5","10157"
"betualle","5","10158"
"fagugran","5","10159"
"betupapy","5","10160"
"prunpens","5","10161"
"prunpens","5","10162"
"acerpens","5","10163"
"acersacc","6","10164"
"betualle","6","10165"
"fagugran","6","10166"
"betupapy","6","10167"
"prunpens","6","10168"
"prunpens","6","10169"
"acerpens","6","10170"
"acersacc","7","10171"
"betualle","7","10172"
"fagugran","7","10173"
"betupapy","7","10174"
"prunpens","7","10175"
"prunpens","7","10176"
"acerpens","7","10177"
"acersacc","8","10178"
"betualle","8","10179"
"fagugran","8","10180"
"betupapy","8","10181"
"prunpens","8","10182"
"prunpens","8","10183"
"acerpens","8","10184"
"acersacc","9","10185"
"betualle","9","10186"
"fagugran","9","10187"
"betupapy","9","10188"
"prunpens","9","10189"
"prunpens","9","10190"
"acerpens","9","10191"
"acersacc","10","10192"
"betualle","10","10193"
"fagugran","10","10194"
"betupapy","10","10195"
"prunpens","10","10196"
"prunpens","10","10197"
"acerpens","10","10198"
"acersacc","11","10199"
"betualle","11","10200"
"fagugran","11","10201"
"betupapy","11","10202"
"prunpens","11","10203"
"prunpens","11","10204"
"acerpens","11","10205"
"acersacc","12","10206"
"betualle","12","10207"
"fagugran","12","10208"
"betupapy","12","10209"
"prunpens","12","10210"
"prunpens","12","10211"
"acerpens","12","10212"
"acersacc","13","10213"
"betualle","13","10214"
"fagugran","13","10215"
"betupapy","13","10216"
"prunpens","13","10217"
"prunpens","13","10218"
"acerpens","13","10219"
"acersacc","14","10220"
"betualle","14","10221"
"fagugran","14","10222"
"betupapy","14","10223"
"prunpens","14","10224"
"prunpens","14","10225"
"acerpens","14","10226"
"acersacc","15","10227"
"betualle","15","10228"
"fagugran","15","10229"
"betupapy","15","10230"
"prunpens","15","10231"
"prunpens","15","10232"
"acerpens","15","10233"
"acersacc","16","10234"
"betualle","16","10235"
"fagugran","16","10236"
"betupapy","16","10237"
"prunpens","16","10238"
"prunpens","16","10239"
"acerpens","16","10240"
"acersacc","17","10241"
"betualle","17","10242"
"fagugran","17","10243"
"betupapy","17","10244"
"prunpens","17","10245"
"prunpens","17","10246"
"acerpens","17","10247"
"acersacc","18","10248"
"betualle","18","10249"
"fagugran","18","10250"
"betupapy","18","10251"
"prunpens","18","10252"
"prunpens","18","10253"
"acerpens","18","10254"
"acersacc","19","10255"
"betualle","19","10256"
"fagugran","19","10257"
"betupapy","19","10258"
"prunpens","19","10259"
"prunpens","19","10260"
"acerpens","19","10261"
"acersacc","20","10262"
"betualle","20","10263"
"fagugran","20","10264"
"betupapy","20","10265"
"prunpens","20","10266"
"prunpens","20","10267"
"acerpens","20","10268"
"acersacc","21","10269"
"betualle","21","10270"
"fagugran","21","10271"
"betupapy","21","10272"
"prunpens","21","10273"
"prunpens","21","10274"
"acerpens","21","10275"
"acersacc","22","10276"
"betualle","22","10277"
"fagugran","22","10278"
"betupapy","22","10279"
"prunpens","22","10280"
"prunpens","22","10281"
"acerpens","22","10282"
"acersacc","23","10283"
"betualle","23","10284"
"fagugran","23","10285"
"betupapy","23","10286"
"prunpens","23","10287"
"prunpens","23","10288"
"acerpens","23","10289"
"acersacc","24","10290"
"betualle","24","10291"
"fagugran","24","10292"
"betupapy","24","10293"
"prunpens","24","10294"
"prunpens","24","10295"
"acerpens","24","10296"
"acersacc","25","10297"
"betualle","25","10298"
"fagugran","25","10299"
"betupapy","25","10300"
"prunpens","25","10301"
"prunpens","25","10302"
"acerpens","25","10303"
"acersacc","26","10304"
"betualle","26","10305"
"fagugran","26","10306"
"betupapy","26","10307"
"prunpens","26","10308"
"prunpens","26","10309"
"acerpens","26","10310"
"acersacc","27","10311"
"betualle","27","10312"
"fagugran","27","10313"
"betupapy","27","10314"
"prunpens","27","10315"
"prunpens","27","10316"
"acerpens","27","10317"
"acersacc","28","10318"
"betualle","28","10319"
"fagugran","28","10320"
"betupapy","28","10321"
"prunpens","28","10322"
"prunpens","28","10323"
"acerpens","28","10324"
"acersacc","29","10325"
"betualle","29","10326"
"fagugran","29","10327"
"betupapy","29","10328"
"prunpens","29","10329"
"prunpens","29","10330"
"acerpens","29","10331"
"acersacc","30","10332"
"betualle","30","10333"
"fagugran","30","10334"
"betupapy","30","10335"
"prunpens","30","10336"
"prunpens","30","10337"
"acerpens","30","10338"
"acersacc","31","10339"
"betualle","31","10340"
"fagugran","31","10341"
"betupapy","31","10342"
"prunpens","31","10343"
"prunpens","31","10344"
"acerpens","31","10345"
"acersacc","32","10346"
"betualle","32","10347"
"fagugran","32","10348"
"betupapy","32","10349"
"prunpens","32","10350"
"prunpens","32","10351"
"acerpens","32","10352"
"acersacc","33","10353"
"betualle","33","10354"
"fagugran","33","10355"
"betupapy","33","10356"
"prunpens","33","10357"
"prunpens","33","10358"
"acerpens","33","10359"
"acersacc","34","10360"
"betualle","34","10361"
"fagugran","34","10362"
"betupapy","34","10363"
