"species","age","mapcode"
"acerpens","6","4378"
"acersacc","7","4379"
"fagugran","7","4380"
"betualle","7","4381"
"acerrubr","7","4382"
"acerpens","7","4383"
"acersacc","8","4384"
"fagugran","8","4385"
"betualle","8","4386"
"acerrubr","8","4387"
"acerpens","8","4388"
"acersacc","9","4389"
"fagugran","9","4390"
"betualle","9","4391"
"acerrubr","9","4392"
"acerpens","9","4393"
"acersacc","10","4394"
"fagugran","10","4395"
"betualle","10","4396"
"acerrubr","10","4397"
"acerpens","10","4398"
"acersacc","11","4399"
"fagugran","11","4400"
"betualle","11","4401"
"acerrubr","11","4402"
"acerpens","11","4403"
"acersacc","12","4404"
"fagugran","12","4405"
"betualle","12","4406"
"acerrubr","12","4407"
"acerpens","12","4408"
"acersacc","13","4409"
"fagugran","13","4410"
"betualle","13","4411"
"acerrubr","13","4412"
"acerpens","13","4413"
"acersacc","14","4414"
"fagugran","14","4415"
"betualle","14","4416"
"acerrubr","14","4417"
"acerpens","14","4418"
"acersacc","15","4419"
"fagugran","15","4420"
"betualle","15","4421"
"acerrubr","15","4422"
"acerpens","15","4423"
"acersacc","16","4424"
"fagugran","16","4425"
"betualle","16","4426"
"acerrubr","16","4427"
"acerpens","16","4428"
"acersacc","17","4429"
"fagugran","17","4430"
"betualle","17","4431"
"acerrubr","17","4432"
"acerpens","17","4433"
"acersacc","18","4434"
"fagugran","18","4435"
"betualle","18","4436"
"acerrubr","18","4437"
"acerpens","18","4438"
"acersacc","19","4439"
"fagugran","19","4440"
"betualle","19","4441"
"acerrubr","19","4442"
"acerpens","19","4443"
"acersacc","20","4444"
"fagugran","20","4445"
"betualle","20","4446"
"acerrubr","20","4447"
"acerpens","20","4448"
"acersacc","21","4449"
"fagugran","21","4450"
"betualle","21","4451"
"acerrubr","21","4452"
"acerpens","21","4453"
"acersacc","22","4454"
"fagugran","22","4455"
"betualle","22","4456"
"acerrubr","22","4457"
"acerpens","22","4458"
"acersacc","23","4459"
"fagugran","23","4460"
"betualle","23","4461"
"acerrubr","23","4462"
"acerpens","23","4463"
"acersacc","24","4464"
"fagugran","24","4465"
"betualle","24","4466"
"acerrubr","24","4467"
"acerpens","24","4468"
"acersacc","25","4469"
"fagugran","25","4470"
"betualle","25","4471"
"acerrubr","25","4472"
"acerpens","25","4473"
"acersacc","26","4474"
"fagugran","26","4475"
"betualle","26","4476"
"acerrubr","26","4477"
"acerpens","26","4478"
"acersacc","27","4479"
"fagugran","27","4480"
"betualle","27","4481"
"acerrubr","27","4482"
"acerpens","27","4483"
"acersacc","28","4484"
"fagugran","28","4485"
"betualle","28","4486"
"acerrubr","28","4487"
"acerpens","28","4488"
"acersacc","29","4489"
"fagugran","29","4490"
"betualle","29","4491"
"acerrubr","29","4492"
"acerpens","29","4493"
"acersacc","30","4494"
"fagugran","30","4495"
"betualle","30","4496"
"acerrubr","30","4497"
"acerpens","30","4498"
"acersacc","31","4499"
"fagugran","31","4500"
"betualle","31","4501"
"acerrubr","31","4502"
"acerpens","31","4503"
"acersacc","32","4504"
"fagugran","32","4505"
"betualle","32","4506"
"acerrubr","32","4507"
"acerpens","32","4508"
"acersacc","33","4509"
"fagugran","33","4510"
"betualle","33","4511"
"acerrubr","33","4512"
"acerpens","33","4513"
"acersacc","34","4514"
"fagugran","34","4515"
"betualle","34","4516"
"acerrubr","34","4517"
"acerpens","34","4518"
"betualle","1","4519"
"acerrubr","1","4520"
"acersacc","1","4521"
"fagugran","1","4522"
"prunpens","1","4523"
"acerpens","1","4524"
"betualle","2","4525"
"acerrubr","2","4526"
"acersacc","2","4527"
"fagugran","2","4528"
"prunpens","2","4529"
"acerpens","2","4530"
"betualle","3","4531"
"acerrubr","3","4532"
"acersacc","3","4533"
"fagugran","3","4534"
"prunpens","3","4535"
"acerpens","3","4536"
"betualle","4","4537"
"acerrubr","4","4538"
"acersacc","4","4539"
"fagugran","4","4540"
"prunpens","4","4541"
"acerpens","4","4542"
"betualle","5","4543"
"acerrubr","5","4544"
"acersacc","5","4545"
"fagugran","5","4546"
"prunpens","5","4547"
"acerpens","5","4548"
"betualle","6","4549"
"acerrubr","6","4550"
"acersacc","6","4551"
"fagugran","6","4552"
"prunpens","6","4553"
"acerpens","6","4554"
"betualle","7","4555"
"acerrubr","7","4556"
"acersacc","7","4557"
"fagugran","7","4558"
"prunpens","7","4559"
"acerpens","7","4560"
"betualle","8","4561"
"acerrubr","8","4562"
"acersacc","8","4563"
"fagugran","8","4564"
"prunpens","8","4565"
"acerpens","8","4566"
"betualle","9","4567"
"acerrubr","9","4568"
"acersacc","9","4569"
"fagugran","9","4570"
"prunpens","9","4571"
"acerpens","9","4572"
"betualle","10","4573"
"acerrubr","10","4574"
"acersacc","10","4575"
"fagugran","10","4576"
"prunpens","10","4577"
"acerpens","10","4578"
"betualle","11","4579"
"acerrubr","11","4580"
"acersacc","11","4581"
"fagugran","11","4582"
"prunpens","11","4583"
"acerpens","11","4584"
"betualle","12","4585"
"acerrubr","12","4586"
"acersacc","12","4587"
"fagugran","12","4588"
"prunpens","12","4589"
"acerpens","12","4590"
"betualle","13","4591"
"acerrubr","13","4592"
"acersacc","13","4593"
"fagugran","13","4594"
"prunpens","13","4595"
"acerpens","13","4596"
"betualle","14","4597"
"acerrubr","14","4598"
"acersacc","14","4599"
"fagugran","14","4600"
"prunpens","14","4601"
"acerpens","14","4602"
"betualle","15","4603"
"acerrubr","15","4604"
"acersacc","15","4605"
"fagugran","15","4606"
"prunpens","15","4607"
"acerpens","15","4608"
"betualle","16","4609"
"acerrubr","16","4610"
"acersacc","16","4611"
"fagugran","16","4612"
"prunpens","16","4613"
"acerpens","16","4614"
"betualle","17","4615"
"acerrubr","17","4616"
"acersacc","17","4617"
"fagugran","17","4618"
"prunpens","17","4619"
"acerpens","17","4620"
"betualle","18","4621"
"acerrubr","18","4622"
"acersacc","18","4623"
"fagugran","18","4624"
"prunpens","18","4625"
"acerpens","18","4626"
"betualle","19","4627"
"acerrubr","19","4628"
"acersacc","19","4629"
"fagugran","19","4630"
"prunpens","19","4631"
"acerpens","19","4632"
"betualle","20","4633"
"acerrubr","20","4634"
"acersacc","20","4635"
"fagugran","20","4636"
"prunpens","20","4637"
"acerpens","20","4638"
"betualle","21","4639"
"acerrubr","21","4640"
"acersacc","21","4641"
"fagugran","21","4642"
"prunpens","21","4643"
"acerpens","21","4644"
"betualle","22","4645"
"acerrubr","22","4646"
"acersacc","22","4647"
"fagugran","22","4648"
"prunpens","22","4649"
"acerpens","22","4650"
"betualle","23","4651"
"acerrubr","23","4652"
"acersacc","23","4653"
"fagugran","23","4654"
"prunpens","23","4655"
"acerpens","23","4656"
"betualle","24","4657"
"acerrubr","24","4658"
"acersacc","24","4659"
"fagugran","24","4660"
"prunpens","24","4661"
"acerpens","24","4662"
"betualle","25","4663"
"acerrubr","25","4664"
"acersacc","25","4665"
"fagugran","25","4666"
"prunpens","25","4667"
"acerpens","25","4668"
"betualle","26","4669"
"acerrubr","26","4670"
"acersacc","26","4671"
"fagugran","26","4672"
"prunpens","26","4673"
"acerpens","26","4674"
"betualle","27","4675"
"acerrubr","27","4676"
"acersacc","27","4677"
"fagugran","27","4678"
"prunpens","27","4679"
"acerpens","27","4680"
"betualle","28","4681"
"acerrubr","28","4682"
"acersacc","28","4683"
"fagugran","28","4684"
"prunpens","28","4685"
"acerpens","28","4686"
"betualle","29","4687"
"acerrubr","29","4688"
"acersacc","29","4689"
"fagugran","29","4690"
"prunpens","29","4691"
"acerpens","29","4692"
"betualle","30","4693"
"acerrubr","30","4694"
"acersacc","30","4695"
"fagugran","30","4696"
"prunpens","30","4697"
"acerpens","30","4698"
"betualle","31","4699"
"acerrubr","31","4700"
"acersacc","31","4701"
"fagugran","31","4702"
"prunpens","31","4703"
"acerpens","31","4704"
"betualle","32","4705"
"acerrubr","32","4706"
"acersacc","32","4707"
"fagugran","32","4708"
"prunpens","32","4709"
"acerpens","32","4710"
"betualle","33","4711"
"acerrubr","33","4712"
"acersacc","33","4713"
"fagugran","33","4714"
"prunpens","33","4715"
"acerpens","33","4716"
"betualle","34","4717"
"acerrubr","34","4718"
"acersacc","34","4719"
"fagugran","34","4720"
"prunpens","34","4721"
"acerpens","34","4722"
"acersacc","1","4723"
"fagugran","1","4724"
"fraxamer","1","4725"
"betualle","1","4726"
"acerpens","1","4727"
"acersacc","2","4728"
"fagugran","2","4729"
"fraxamer","2","4730"
"betualle","2","4731"
"acerpens","2","4732"
"acersacc","3","4733"
"fagugran","3","4734"
"fraxamer","3","4735"
"betualle","3","4736"
"acerpens","3","4737"
"acersacc","4","4738"
"fagugran","4","4739"
"fraxamer","4","4740"
"betualle","4","4741"
"acerpens","4","4742"
"acersacc","5","4743"
"fagugran","5","4744"
"fraxamer","5","4745"
"betualle","5","4746"
"acerpens","5","4747"
"acersacc","6","4748"
"fagugran","6","4749"
"fraxamer","6","4750"
"betualle","6","4751"
"acerpens","6","4752"
"acersacc","7","4753"
"fagugran","7","4754"
"fraxamer","7","4755"
"betualle","7","4756"
"acerpens","7","4757"
"acersacc","8","4758"
"fagugran","8","4759"
"fraxamer","8","4760"
"betualle","8","4761"
"acerpens","8","4762"
"acersacc","9","4763"
"fagugran","9","4764"
"fraxamer","9","4765"
"betualle","9","4766"
"acerpens","9","4767"
"acersacc","10","4768"
"fagugran","10","4769"
"fraxamer","10","4770"
"betualle","10","4771"
"acerpens","10","4772"
"acersacc","11","4773"
"fagugran","11","4774"
"fraxamer","11","4775"
"betualle","11","4776"
"acerpens","11","4777"
"acersacc","12","4778"
"fagugran","12","4779"
"fraxamer","12","4780"
"betualle","12","4781"
"acerpens","12","4782"
"acersacc","13","4783"
"fagugran","13","4784"
"fraxamer","13","4785"
"betualle","13","4786"
"acerpens","13","4787"
"acersacc","14","4788"
"fagugran","14","4789"
"fraxamer","14","4790"
"betualle","14","4791"
"acerpens","14","4792"
"acersacc","15","4793"
"fagugran","15","4794"
"fraxamer","15","4795"
"betualle","15","4796"
"acerpens","15","4797"
"acersacc","16","4798"
"fagugran","16","4799"
"fraxamer","16","4800"
"betualle","16","4801"
"acerpens","16","4802"
"acersacc","17","4803"
"fagugran","17","4804"
"fraxamer","17","4805"
"betualle","17","4806"
"acerpens","17","4807"
"acersacc","18","4808"
"fagugran","18","4809"
"fraxamer","18","4810"
"betualle","18","4811"
"acerpens","18","4812"
"acersacc","19","4813"
"fagugran","19","4814"
"fraxamer","19","4815"
"betualle","19","4816"
"acerpens","19","4817"
"acersacc","20","4818"
"fagugran","20","4819"
"fraxamer","20","4820"
"betualle","20","4821"
"acerpens","20","4822"
"acersacc","21","4823"
"fagugran","21","4824"
"fraxamer","21","4825"
"betualle","21","4826"
"acerpens","21","4827"
"acersacc","22","4828"
"fagugran","22","4829"
"fraxamer","22","4830"
"betualle","22","4831"
"acerpens","22","4832"
"acersacc","23","4833"
"fagugran","23","4834"
"fraxamer","23","4835"
"betualle","23","4836"
"acerpens","23","4837"
"acersacc","24","4838"
"fagugran","24","4839"
"fraxamer","24","4840"
"betualle","24","4841"
"acerpens","24","4842"
"acersacc","25","4843"
"fagugran","25","4844"
"fraxamer","25","4845"
"betualle","25","4846"
"acerpens","25","4847"
"acersacc","26","4848"
"fagugran","26","4849"
"fraxamer","26","4850"
"betualle","26","4851"
"acerpens","26","4852"
"acersacc","27","4853"
"fagugran","27","4854"
"fraxamer","27","4855"
"betualle","27","4856"
"acerpens","27","4857"
"acersacc","28","4858"
"fagugran","28","4859"
"fraxamer","28","4860"
"betualle","28","4861"
"acerpens","28","4862"
"acersacc","29","4863"
"fagugran","29","4864"
"fraxamer","29","4865"
"betualle","29","4866"
"acerpens","29","4867"
"acersacc","30","4868"
"fagugran","30","4869"
"fraxamer","30","4870"
"betualle","30","4871"
"acerpens","30","4872"
"acersacc","31","4873"
"fagugran","31","4874"
"fraxamer","31","4875"
"betualle","31","4876"
"acerpens","31","4877"
"acersacc","32","4878"
"fagugran","32","4879"
"fraxamer","32","4880"
"betualle","32","4881"
"acerpens","32","4882"
"acersacc","33","4883"
"fagugran","33","4884"
"fraxamer","33","4885"
"betualle","33","4886"
"acerpens","33","4887"
"acersacc","34","4888"
"fagugran","34","4889"
"fraxamer","34","4890"
"betualle","34","4891"
"acerpens","34","4892"
"acersacc","1","4893"
"acerrubr","1","4894"
"fagugran","1","4895"
"betualle","1","4896"
"fraxamer","1","4897"
"acerpens","1","4898"
"acersacc","2","4899"
"acerrubr","2","4900"
"fagugran","2","4901"
"betualle","2","4902"
"fraxamer","2","4903"
"acerpens","2","4904"
"acersacc","3","4905"
"acerrubr","3","4906"
"fagugran","3","4907"
"betualle","3","4908"
"fraxamer","3","4909"
"acerpens","3","4910"
"acersacc","4","4911"
"acerrubr","4","4912"
"fagugran","4","4913"
"betualle","4","4914"
"fraxamer","4","4915"
"acerpens","4","4916"
"acersacc","5","4917"
"acerrubr","5","4918"
"fagugran","5","4919"
"betualle","5","4920"
"fraxamer","5","4921"
"acerpens","5","4922"
"acersacc","6","4923"
"acerrubr","6","4924"
"fagugran","6","4925"
"betualle","6","4926"
"fraxamer","6","4927"
"acerpens","6","4928"
"acersacc","7","4929"
"acerrubr","7","4930"
"fagugran","7","4931"
"betualle","7","4932"
"fraxamer","7","4933"
"acerpens","7","4934"
"acersacc","8","4935"
"acerrubr","8","4936"
"fagugran","8","4937"
"betualle","8","4938"
"fraxamer","8","4939"
"acerpens","8","4940"
"acersacc","9","4941"
"acerrubr","9","4942"
"fagugran","9","4943"
"betualle","9","4944"
"fraxamer","9","4945"
"acerpens","9","4946"
"acersacc","10","4947"
"acerrubr","10","4948"
"fagugran","10","4949"
"betualle","10","4950"
"fraxamer","10","4951"
"acerpens","10","4952"
"acersacc","11","4953"
"acerrubr","11","4954"
"fagugran","11","4955"
"betualle","11","4956"
"fraxamer","11","4957"
"acerpens","11","4958"
"acersacc","12","4959"
"acerrubr","12","4960"
"fagugran","12","4961"
"betualle","12","4962"
"fraxamer","12","4963"
"acerpens","12","4964"
"acersacc","13","4965"
"acerrubr","13","4966"
"fagugran","13","4967"
"betualle","13","4968"
"fraxamer","13","4969"
"acerpens","13","4970"
"acersacc","14","4971"
"acerrubr","14","4972"
"fagugran","14","4973"
"betualle","14","4974"
"fraxamer","14","4975"
"acerpens","14","4976"
"acersacc","15","4977"
"acerrubr","15","4978"
"fagugran","15","4979"
"betualle","15","4980"
"fraxamer","15","4981"
"acerpens","15","4982"
"acersacc","16","4983"
"acerrubr","16","4984"
"fagugran","16","4985"
"betualle","16","4986"
"fraxamer","16","4987"
"acerpens","16","4988"
"acersacc","17","4989"
"acerrubr","17","4990"
"fagugran","17","4991"
"betualle","17","4992"
"fraxamer","17","4993"
"acerpens","17","4994"
"acersacc","18","4995"
"acerrubr","18","4996"
"fagugran","18","4997"
"betualle","18","4998"
"fraxamer","18","4999"
"acerpens","18","5000"
"acersacc","19","5001"
"acerrubr","19","5002"
"fagugran","19","5003"
"betualle","19","5004"
"fraxamer","19","5005"
"acerpens","19","5006"
"acersacc","20","5007"
"acerrubr","20","5008"
"fagugran","20","5009"
"betualle","20","5010"
"fraxamer","20","5011"
"acerpens","20","5012"
"acersacc","21","5013"
"acerrubr","21","5014"
"fagugran","21","5015"
"betualle","21","5016"
"fraxamer","21","5017"
"acerpens","21","5018"
"acersacc","22","5019"
"acerrubr","22","5020"
"fagugran","22","5021"
"betualle","22","5022"
"fraxamer","22","5023"
"acerpens","22","5024"
"acersacc","23","5025"
"acerrubr","23","5026"
"fagugran","23","5027"
"betualle","23","5028"
"fraxamer","23","5029"
"acerpens","23","5030"
"acersacc","24","5031"
"acerrubr","24","5032"
"fagugran","24","5033"
"betualle","24","5034"
"fraxamer","24","5035"
"acerpens","24","5036"
"acersacc","25","5037"
"acerrubr","25","5038"
"fagugran","25","5039"
"betualle","25","5040"
"fraxamer","25","5041"
"acerpens","25","5042"
"acersacc","26","5043"
"acerrubr","26","5044"
"fagugran","26","5045"
"betualle","26","5046"
"fraxamer","26","5047"
"acerpens","26","5048"
"acersacc","27","5049"
"acerrubr","27","5050"
"fagugran","27","5051"
"betualle","27","5052"
"fraxamer","27","5053"
"acerpens","27","5054"
"acersacc","28","5055"
"acerrubr","28","5056"
"fagugran","28","5057"
"betualle","28","5058"
"fraxamer","28","5059"
"acerpens","28","5060"
"acersacc","29","5061"
"acerrubr","29","5062"
"fagugran","29","5063"
"betualle","29","5064"
"fraxamer","29","5065"
"acerpens","29","5066"
"acersacc","30","5067"
"acerrubr","30","5068"
"fagugran","30","5069"
"betualle","30","5070"
"fraxamer","30","5071"
"acerpens","30","5072"
"acersacc","31","5073"
"acerrubr","31","5074"
"fagugran","31","5075"
"betualle","31","5076"
"fraxamer","31","5077"
"acerpens","31","5078"
"acersacc","32","5079"
"acerrubr","32","5080"
"fagugran","32","5081"
"betualle","32","5082"
"fraxamer","32","5083"
"acerpens","32","5084"
"acersacc","33","5085"
"acerrubr","33","5086"
"fagugran","33","5087"
"betualle","33","5088"
"fraxamer","33","5089"
"acerpens","33","5090"
"acersacc","34","5091"
"acerrubr","34","5092"
"fagugran","34","5093"
"betualle","34","5094"
"fraxamer","34","5095"
"acerpens","34","5096"
"acersacc","1","5097"
"betualle","1","5098"
"fagugran","1","5099"
"acerrubr","1","5100"
"prunpens","1","5101"
"acersacc","2","5102"
"betualle","2","5103"
"fagugran","2","5104"
"acerrubr","2","5105"
"prunpens","2","5106"
"acersacc","3","5107"
"betualle","3","5108"
"fagugran","3","5109"
"acerrubr","3","5110"
"prunpens","3","5111"
"acersacc","4","5112"
"betualle","4","5113"
"fagugran","4","5114"
"acerrubr","4","5115"
"prunpens","4","5116"
"acersacc","5","5117"
"betualle","5","5118"
"fagugran","5","5119"
"acerrubr","5","5120"
"prunpens","5","5121"
"acersacc","6","5122"
"betualle","6","5123"
"fagugran","6","5124"
"acerrubr","6","5125"
"prunpens","6","5126"
"acersacc","7","5127"
"betualle","7","5128"
"fagugran","7","5129"
"acerrubr","7","5130"
"prunpens","7","5131"
"acersacc","8","5132"
"betualle","8","5133"
"fagugran","8","5134"
"acerrubr","8","5135"
"prunpens","8","5136"
"acersacc","9","5137"
"betualle","9","5138"
"fagugran","9","5139"
"acerrubr","9","5140"
"prunpens","9","5141"
"acersacc","10","5142"
"betualle","10","5143"
"fagugran","10","5144"
"acerrubr","10","5145"
"prunpens","10","5146"
"acersacc","11","5147"
"betualle","11","5148"
"fagugran","11","5149"
"acerrubr","11","5150"
"prunpens","11","5151"
"acersacc","12","5152"
"betualle","12","5153"
"fagugran","12","5154"
"acerrubr","12","5155"
"prunpens","12","5156"
"acersacc","13","5157"
"betualle","13","5158"
"fagugran","13","5159"
"acerrubr","13","5160"
"prunpens","13","5161"
"acersacc","14","5162"
"betualle","14","5163"
"fagugran","14","5164"
"acerrubr","14","5165"
"prunpens","14","5166"
"acersacc","15","5167"
"betualle","15","5168"
"fagugran","15","5169"
"acerrubr","15","5170"
"prunpens","15","5171"
"acersacc","16","5172"
"betualle","16","5173"
"fagugran","16","5174"
"acerrubr","16","5175"
"prunpens","16","5176"
"acersacc","17","5177"
"betualle","17","5178"
"fagugran","17","5179"
"acerrubr","17","5180"
"prunpens","17","5181"
"acersacc","18","5182"
"betualle","18","5183"
"fagugran","18","5184"
"acerrubr","18","5185"
"prunpens","18","5186"
"acersacc","19","5187"
"betualle","19","5188"
"fagugran","19","5189"
"acerrubr","19","5190"
"prunpens","19","5191"
"acersacc","20","5192"
"betualle","20","5193"
"fagugran","20","5194"
"acerrubr","20","5195"
"prunpens","20","5196"
"acersacc","21","5197"
"betualle","21","5198"
"fagugran","21","5199"
"acerrubr","21","5200"
"prunpens","21","5201"
"acersacc","22","5202"
"betualle","22","5203"
"fagugran","22","5204"
"acerrubr","22","5205"
"prunpens","22","5206"
"acersacc","23","5207"
"betualle","23","5208"
"fagugran","23","5209"
"acerrubr","23","5210"
"prunpens","23","5211"
"acersacc","24","5212"
"betualle","24","5213"
"fagugran","24","5214"
"acerrubr","24","5215"
"prunpens","24","5216"
"acersacc","25","5217"
"betualle","25","5218"
"fagugran","25","5219"
"acerrubr","25","5220"
"prunpens","25","5221"
"acersacc","26","5222"
"betualle","26","5223"
"fagugran","26","5224"
"acerrubr","26","5225"
"prunpens","26","5226"
"acersacc","27","5227"
"betualle","27","5228"
"fagugran","27","5229"
"acerrubr","27","5230"
"prunpens","27","5231"
"acersacc","28","5232"
"betualle","28","5233"
"fagugran","28","5234"
"acerrubr","28","5235"
"prunpens","28","5236"
"acersacc","29","5237"
"betualle","29","5238"
"fagugran","29","5239"
"acerrubr","29","5240"
"prunpens","29","5241"
"acersacc","30","5242"
"betualle","30","5243"
"fagugran","30","5244"
"acerrubr","30","5245"
"prunpens","30","5246"
"acersacc","31","5247"
"betualle","31","5248"
"fagugran","31","5249"
"acerrubr","31","5250"
"prunpens","31","5251"
"acersacc","32","5252"
"betualle","32","5253"
"fagugran","32","5254"
"acerrubr","32","5255"
"prunpens","32","5256"
"acersacc","33","5257"
"betualle","33","5258"
"fagugran","33","5259"
"acerrubr","33","5260"
"prunpens","33","5261"
"acersacc","34","5262"
"betualle","34","5263"
"fagugran","34","5264"
"acerrubr","34","5265"
"prunpens","34","5266"
"acerrubr","1","5267"
"betualle","1","5268"
"picerube","1","5269"
"acersacc","1","5270"
"fagugran","1","5271"
"acerrubr","2","5272"
"betualle","2","5273"
"picerube","2","5274"
"acersacc","2","5275"
"fagugran","2","5276"
"acerrubr","3","5277"
"betualle","3","5278"
"picerube","3","5279"
"acersacc","3","5280"
"fagugran","3","5281"
"acerrubr","4","5282"
"betualle","4","5283"
"picerube","4","5284"
"acersacc","4","5285"
"fagugran","4","5286"
"acerrubr","5","5287"
"betualle","5","5288"
"picerube","5","5289"
"acersacc","5","5290"
"fagugran","5","5291"
"acerrubr","6","5292"
"betualle","6","5293"
"picerube","6","5294"
"acersacc","6","5295"
"fagugran","6","5296"
"acerrubr","7","5297"
"betualle","7","5298"
"picerube","7","5299"
"acersacc","7","5300"
"fagugran","7","5301"
"acerrubr","8","5302"
"betualle","8","5303"
"picerube","8","5304"
"acersacc","8","5305"
"fagugran","8","5306"
"acerrubr","9","5307"
"betualle","9","5308"
"picerube","9","5309"
"acersacc","9","5310"
"fagugran","9","5311"
"acerrubr","10","5312"
"betualle","10","5313"
"picerube","10","5314"
"acersacc","10","5315"
"fagugran","10","5316"
"acerrubr","11","5317"
"betualle","11","5318"
"picerube","11","5319"
"acersacc","11","5320"
"fagugran","11","5321"
"acerrubr","12","5322"
"betualle","12","5323"
"picerube","12","5324"
"acersacc","12","5325"
"fagugran","12","5326"
"acerrubr","13","5327"
"betualle","13","5328"
"picerube","13","5329"
"acersacc","13","5330"
"fagugran","13","5331"
"acerrubr","14","5332"
"betualle","14","5333"
"picerube","14","5334"
"acersacc","14","5335"
"fagugran","14","5336"
"acerrubr","15","5337"
"betualle","15","5338"
"picerube","15","5339"
"acersacc","15","5340"
"fagugran","15","5341"
"acerrubr","16","5342"
"betualle","16","5343"
"picerube","16","5344"
"acersacc","16","5345"
"fagugran","16","5346"
"acerrubr","17","5347"
"betualle","17","5348"
"picerube","17","5349"
"acersacc","17","5350"
"fagugran","17","5351"
"acerrubr","18","5352"
"betualle","18","5353"
"picerube","18","5354"
"acersacc","18","5355"
"fagugran","18","5356"
"acerrubr","19","5357"
"betualle","19","5358"
"picerube","19","5359"
"acersacc","19","5360"
"fagugran","19","5361"
"acerrubr","20","5362"
"betualle","20","5363"
"picerube","20","5364"
"acersacc","20","5365"
"fagugran","20","5366"
"acerrubr","21","5367"
"betualle","21","5368"
"picerube","21","5369"
"acersacc","21","5370"
"fagugran","21","5371"
"acerrubr","22","5372"
"betualle","22","5373"
"picerube","22","5374"
"acersacc","22","5375"
"fagugran","22","5376"
"acerrubr","23","5377"
"betualle","23","5378"
"picerube","23","5379"
"acersacc","23","5380"
"fagugran","23","5381"
"acerrubr","24","5382"
"betualle","24","5383"
"picerube","24","5384"
"acersacc","24","5385"
"fagugran","24","5386"
"acerrubr","25","5387"
"betualle","25","5388"
"picerube","25","5389"
"acersacc","25","5390"
"fagugran","25","5391"
"acerrubr","26","5392"
"betualle","26","5393"
"picerube","26","5394"
"acersacc","26","5395"
"fagugran","26","5396"
"acerrubr","27","5397"
"betualle","27","5398"
"picerube","27","5399"
"acersacc","27","5400"
"fagugran","27","5401"
"acerrubr","28","5402"
"betualle","28","5403"
"picerube","28","5404"
"acersacc","28","5405"
"fagugran","28","5406"
"acerrubr","29","5407"
"betualle","29","5408"
"picerube","29","5409"
"acersacc","29","5410"
"fagugran","29","5411"
"acerrubr","30","5412"
"betualle","30","5413"
"picerube","30","5414"
"acersacc","30","5415"
"fagugran","30","5416"
"acerrubr","31","5417"
"betualle","31","5418"
"picerube","31","5419"
"acersacc","31","5420"
"fagugran","31","5421"
"acerrubr","32","5422"
"betualle","32","5423"
"picerube","32","5424"
"acersacc","32","5425"
"fagugran","32","5426"
"acerrubr","33","5427"
"betualle","33","5428"
"picerube","33","5429"
"acersacc","33","5430"
"fagugran","33","5431"
"acerrubr","34","5432"
"betualle","34","5433"
"picerube","34","5434"
"acersacc","34","5435"
"fagugran","34","5436"
"acersacc","1","5437"
"fagugran","1","5438"
"betualle","1","5439"
"acerrubr","1","5440"
"prunpens","1","5441"
"acerpens","1","5442"
"acersacc","2","5443"
"fagugran","2","5444"
"betualle","2","5445"
"acerrubr","2","5446"
"prunpens","2","5447"
"acerpens","2","5448"
"acersacc","3","5449"
"fagugran","3","5450"
"betualle","3","5451"
"acerrubr","3","5452"
"prunpens","3","5453"
"acerpens","3","5454"
"acersacc","4","5455"
"fagugran","4","5456"
"betualle","4","5457"
"acerrubr","4","5458"
"prunpens","4","5459"
"acerpens","4","5460"
"acersacc","5","5461"
"fagugran","5","5462"
"betualle","5","5463"
"acerrubr","5","5464"
"prunpens","5","5465"
"acerpens","5","5466"
"acersacc","6","5467"
"fagugran","6","5468"
"betualle","6","5469"
"acerrubr","6","5470"
"prunpens","6","5471"
"acerpens","6","5472"
"acersacc","7","5473"
"fagugran","7","5474"
"betualle","7","5475"
"acerrubr","7","5476"
"prunpens","7","5477"
"acerpens","7","5478"
"acersacc","8","5479"
"fagugran","8","5480"
"betualle","8","5481"
"acerrubr","8","5482"
"prunpens","8","5483"
"acerpens","8","5484"
"acersacc","9","5485"
"fagugran","9","5486"
"betualle","9","5487"
"acerrubr","9","5488"
"prunpens","9","5489"
"acerpens","9","5490"
"acersacc","10","5491"
"fagugran","10","5492"
"betualle","10","5493"
"acerrubr","10","5494"
"prunpens","10","5495"
"acerpens","10","5496"
"acersacc","11","5497"
"fagugran","11","5498"
"betualle","11","5499"
"acerrubr","11","5500"
"prunpens","11","5501"
"acerpens","11","5502"
"acersacc","12","5503"
"fagugran","12","5504"
"betualle","12","5505"
"acerrubr","12","5506"
"prunpens","12","5507"
"acerpens","12","5508"
"acersacc","13","5509"
"fagugran","13","5510"
"betualle","13","5511"
"acerrubr","13","5512"
"prunpens","13","5513"
"acerpens","13","5514"
"acersacc","14","5515"
"fagugran","14","5516"
"betualle","14","5517"
"acerrubr","14","5518"
"prunpens","14","5519"
"acerpens","14","5520"
"acersacc","15","5521"
"fagugran","15","5522"
"betualle","15","5523"
"acerrubr","15","5524"
"prunpens","15","5525"
"acerpens","15","5526"
"acersacc","16","5527"
"fagugran","16","5528"
"betualle","16","5529"
"acerrubr","16","5530"
"prunpens","16","5531"
"acerpens","16","5532"
"acersacc","17","5533"
"fagugran","17","5534"
"betualle","17","5535"
"acerrubr","17","5536"
"prunpens","17","5537"
"acerpens","17","5538"
"acersacc","18","5539"
"fagugran","18","5540"
"betualle","18","5541"
"acerrubr","18","5542"
