"","stand","num_plots","num_ash_plots","prop_ash"
"22072",60308928,61,13,0.213114754098361
"22073",60032440,60,16,0.266666666666667
"22075",20197410,627,228,0.363636363636364
"22078",10047140,48,12,0.25
"22084",10032755,778,124,0.159383033419023
"22088",10047184,46,8,0.173913043478261
"22090",10035154,237,83,0.350210970464135
"22093",10033157,76,14,0.184210526315789
"22097",10179587,2149,516,0.240111679851094
"22098",20047210,73,12,0.164383561643836
"22101",10308931,454,188,0.414096916299559
"22103",60033024,128,41,0.3203125
"22106",20194728,85,20,0.235294117647059
"22108",20197936,439,91,0.207289293849658
"22111",20047068,392,69,0.176020408163265
"22115",10032687,48,23,0.479166666666667
"22122",10032527,94,49,0.521276595744681
"22123",10032686,207,52,0.251207729468599
"22134",10033392,482,93,0.192946058091286
"22135",60033392,53,16,0.30188679245283
"22142",20047296,59,11,0.186440677966102
"22144",10309033,46,9,0.195652173913043
"22147",10032446,96,32,0.333333333333333
"22148",20195680,656,199,0.303353658536585
"22152",10179536,133,32,0.240601503759398
"22157",10197449,166,46,0.27710843373494
"22158",10308820,100,31,0.31
"22160",20048908,228,48,0.210526315789474
"22161",20048910,49,11,0.224489795918367
"22164",10309022,63,25,0.396825396825397
"22165",10032870,63,39,0.619047619047619
"22166",60035144,51,17,0.333333333333333
"22167",20195160,116,23,0.198275862068966
"22170",20197244,801,302,0.377028714107366
"22172",10032394,46,23,0.5
"22185",10309632,372,156,0.419354838709677
"22186",10035144,200,55,0.275
"22188",20197948,111,17,0.153153153153153
"22190",20048912,163,27,0.165644171779141
"22192",10035140,121,30,0.247933884297521
"22194",10308827,172,41,0.238372093023256
"22202",10309564,174,57,0.327586206896552
"22203",10309770,263,79,0.300380228136882
"22208",20194424,179,28,0.156424581005587
"22209",20194996,393,199,0.506361323155216
"22210",20194748,138,21,0.152173913043478
"22213",20194792,50,22,0.44
"22216",10308986,807,397,0.491945477075589
"22217",50035416,64,28,0.4375
"22223",10195006,679,312,0.459499263622975
"22224",20047120,114,34,0.298245614035088
"22228",10035414,1302,443,0.340245775729647
"22234",20195006,84,19,0.226190476190476
"22235",10179593,335,59,0.176119402985075
"22237",10308842,59,29,0.491525423728814
"22241",10309565,156,60,0.384615384615385
"22251",10048644,137,36,0.262773722627737
"22254",10033408,60,17,0.283333333333333
"22270",10179611,81,49,0.604938271604938
"22275",10309715,210,60,0.285714285714286
"22276",50309716,58,17,0.293103448275862
"22280",60309652,55,23,0.418181818181818
"22291",10179525,49,33,0.673469387755102
"22294",10048206,71,26,0.366197183098592
"22296",10309793,67,31,0.462686567164179
"22297",10309000,74,18,0.243243243243243
"22298",10309556,53,16,0.30188679245283
"22300",10035406,103,49,0.475728155339806
"22305",10309121,200,68,0.34
"22307",60032912,81,27,0.333333333333333
"22313",10309098,80,27,0.3375
"22321",10032743,586,127,0.216723549488055
"22331",60308932,78,21,0.269230769230769
"22332",10309503,208,77,0.370192307692308
"22342",10032726,127,31,0.244094488188976
"22352",10309144,187,57,0.304812834224599
"22353",10309456,52,18,0.346153846153846
"22355",10035412,75,17,0.226666666666667
"22358",20194750,90,15,0.166666666666667
"22360",20197946,58,15,0.258620689655172
"22361",20192576,71,25,0.352112676056338
"22362",10047867,81,23,0.283950617283951
"22363",10309120,153,46,0.300653594771242
"22364",10309695,52,23,0.442307692307692
"22372",10032581,310,52,0.167741935483871
"22375",20196760,164,46,0.280487804878049
"22387",10192576,634,205,0.323343848580442
"22388",10177358,299,69,0.230769230769231
"22389",20048740,397,82,0.206549118387909
"22395",10308932,346,76,0.219653179190751
"22397",10309484,88,22,0.25
"22399",10309509,1191,379,0.318219983207389
"22406",20048590,164,51,0.310975609756098
"22408",10309143,642,161,0.250778816199377
"22411",10309425,818,521,0.636919315403423
"22412",10309019,154,53,0.344155844155844
"22414",20194666,55,13,0.236363636363636
"22419",60032744,56,16,0.285714285714286
"22424",10177353,374,99,0.264705882352941
"22429",10309551,392,81,0.206632653061224
"22434",10035119,90,19,0.211111111111111
"22435",20197298,66,11,0.166666666666667
"22438",10179493,92,21,0.228260869565217
"22444",20195496,386,149,0.386010362694301
"22450",20048448,59,11,0.186440677966102
"22456",20195752,68,11,0.161764705882353
"22460",10194880,94,47,0.5
"22461",10195299,178,35,0.196629213483146
"22463",10309459,968,442,0.456611570247934
"22470",10033277,117,32,0.273504273504274
"22481",60196868,62,12,0.193548387096774
"22483",20196928,207,50,0.241545893719807
"22485",20196740,84,36,0.428571428571429
"22486",10194871,93,34,0.365591397849462
"22490",10035413,53,8,0.150943396226415
"22491",10035203,83,14,0.168674698795181
"22499",10309628,398,153,0.384422110552764
"22503",10195721,428,139,0.324766355140187
"22504",10032675,430,200,0.465116279069767
"22506",10197244,73,26,0.356164383561644
"22507",20048596,90,19,0.211111111111111
"22509",10309048,79,20,0.253164556962025
"22510",10309444,279,97,0.347670250896057
"22511",10033548,71,13,0.183098591549296
"22512",10032777,76,14,0.184210526315789
"22513",10032624,46,16,0.347826086956522
"22514",60194404,99,21,0.212121212121212
"22519",10194870,95,40,0.421052631578947
"22528",20197474,186,79,0.424731182795699
"22536",60032784,66,22,0.333333333333333
"22542",10309109,49,17,0.346938775510204
"22544",10309429,290,78,0.268965517241379
"22547",10032463,72,27,0.375
"22548",10035142,47,12,0.25531914893617
"22551",20196030,85,18,0.211764705882353
"22552",10177383,69,21,0.304347826086957
"22553",60309120,78,31,0.397435897435897
"22556",10308916,112,22,0.196428571428571
"22558",10033428,65,10,0.153846153846154
"22559",10196097,122,36,0.295081967213115
"22560",20194840,75,32,0.426666666666667
"22561",10177449,282,63,0.223404255319149
"22563",10309119,357,117,0.327731092436975
"22566",10194878,144,37,0.256944444444444
"22569",10309693,92,26,0.282608695652174
"22570",10032850,58,32,0.551724137931034
"22571",60032768,48,10,0.208333333333333
"22577",20196964,55,10,0.181818181818182
"22579",10195317,123,29,0.235772357723577
"22583",10309578,63,19,0.301587301587302
"22589",10032895,174,37,0.21264367816092
"22590",10032770,152,46,0.302631578947368
"22592",10194427,116,22,0.189655172413793
"22593",20195004,199,54,0.271356783919598
"22597",10309622,236,59,0.25
"22598",10309044,107,26,0.242990654205607
"22602",20194980,133,90,0.676691729323308
"22605",10309806,79,23,0.291139240506329
"22609",10309474,77,21,0.272727272727273
"22610",10309670,104,39,0.375
"22611",10033459,693,240,0.346320346320346
"22613",10035424,91,22,0.241758241758242
"22621",10309550,144,34,0.236111111111111
"22622",10309064,75,13,0.173333333333333
"22626",10177415,77,16,0.207792207792208
"22629",10032553,249,62,0.248995983935743
"22634",20194324,792,187,0.236111111111111
"22636",10197101,122,21,0.172131147540984
"22638",10309495,281,106,0.377224199288256
"22639",10309031,649,190,0.292758089368259
"22640",10309524,45,23,0.511111111111111
"22641",10309148,155,58,0.374193548387097
"22642",60032952,45,12,0.266666666666667
"22647",10179619,54,10,0.185185185185185
"22661",10309733,71,18,0.253521126760563
"22663",10309669,80,45,0.5625
"22664",10309035,138,66,0.478260869565217
"22665",10309588,74,23,0.310810810810811
"22666",10032643,816,287,0.35171568627451
"22667",10032951,54,18,0.333333333333333
"22668",10032667,145,43,0.296551724137931
"22672",10308829,82,19,0.231707317073171
"22674",10309696,775,364,0.469677419354839
"22680",10197136,485,174,0.358762886597938
"22685",10309587,100,26,0.26
"22690",10309485,434,151,0.347926267281106
"22694",20196124,101,77,0.762376237623762
"22698",10309702,122,42,0.344262295081967
"22702",10032822,763,239,0.313237221494102
"22705",10196741,45,21,0.466666666666667
"22707",10308823,151,36,0.23841059602649
"22709",10136247,146,24,0.164383561643836
"22714",10194946,1254,307,0.24481658692185
"22718",10309426,217,89,0.410138248847926
"22719",10309607,87,33,0.379310344827586
"22726",10192609,81,55,0.679012345679012
"22735",10033473,1570,430,0.273885350318471
"22740",20197280,221,61,0.276018099547511
"22747",10033020,392,107,0.272959183673469
"22754",10309003,91,16,0.175824175824176
"22756",10033045,174,33,0.189655172413793
"22766",10032679,75,34,0.453333333333333
"22767",10195758,64,12,0.1875
"22772",10308964,54,16,0.296296296296296
"22773",10308988,126,39,0.30952380952381
"22775",10308984,567,112,0.197530864197531
"22776",10032371,85,18,0.211764705882353
"22794",20194560,55,17,0.309090909090909
"22800",10032460,191,56,0.293193717277487
"22802",20196684,99,41,0.414141414141414
"22805",10194325,388,207,0.533505154639175
"22806",10197477,83,35,0.421686746987952
"22808",10195818,496,169,0.340725806451613
"22809",10309486,551,217,0.393829401088929
"22816",10309586,650,184,0.283076923076923
"22817",10309133,75,21,0.28
"22824",60309756,56,11,0.196428571428571
"22825",10309755,1244,423,0.340032154340836
"22829",10035102,1655,914,0.55226586102719
"22831",20194356,55,15,0.272727272727273
"22843",10309786,126,41,0.325396825396825
"22845",10032545,63,22,0.349206349206349
"22851",60032944,48,10,0.208333333333333
"22859",10136324,726,252,0.347107438016529
"22864",10035217,46,10,0.217391304347826
"22865",60136324,51,9,0.176470588235294
"22871",10035367,308,81,0.262987012987013
"22872",20194306,468,115,0.245726495726496
"22876",10196838,359,86,0.239554317548747
"22877",10308838,59,17,0.288135593220339
"22885",10309094,84,26,0.30952380952381
"22889",10308937,65,22,0.338461538461538
"22898",10033429,126,33,0.261904761904762
"22903",10196754,906,185,0.204194260485651
"22908",10035211,89,25,0.280898876404494
"22909",10032312,140,68,0.485714285714286
"22914",10309483,615,233,0.378861788617886
"22915",10309653,189,62,0.328042328042328
"22916",10033209,688,161,0.234011627906977
"22920",10309087,483,123,0.254658385093168
"22925",20196924,230,52,0.226086956521739
"22926",10033360,993,319,0.321248741188318
"22935",10033460,688,256,0.372093023255814
"22943",10194414,394,99,0.251269035532995
"22949",10032641,532,208,0.390977443609023
"22950",10032959,430,71,0.165116279069767
"22953",10197002,305,86,0.281967213114754
"22963",10196197,755,240,0.317880794701987
"22965",10033054,52,23,0.442307692307692
"22979",10308839,124,32,0.258064516129032
"22981",10308934,61,11,0.180327868852459
"22987",10195345,88,25,0.284090909090909
"22988",10309795,98,27,0.275510204081633
"22989",10308840,67,26,0.388059701492537
"22993",10031537,50,36,0.72
"22994",10033214,115,46,0.4
"23006",10308929,78,18,0.230769230769231
"23007",10035235,260,131,0.503846153846154
"23008",10032966,48,9,0.1875
"23011",10196722,48,19,0.395833333333333
"23019",10195549,809,184,0.227441285537701
"23022",10035210,60,24,0.4
"23031",60033472,89,41,0.460674157303371
"23037",20195290,59,9,0.152542372881356
"23039",10309482,66,38,0.575757575757576
"23041",10309775,102,35,0.343137254901961
"23043",10033470,472,215,0.455508474576271
"23044",10032614,52,13,0.25
"23049",10309593,234,60,0.256410256410256
"23062",60032352,54,12,0.222222222222222
"23064",10033261,317,58,0.182965299684543
"23067",10309492,141,45,0.319148936170213
"23069",10035172,451,149,0.330376940133038
"23070",60136272,273,67,0.245421245421245
"23081",10195792,64,13,0.203125
"23086",10032814,46,9,0.195652173913043
"23088",10035427,285,57,0.2
"23089",10033500,197,30,0.152284263959391
"23095",10032912,180,58,0.322222222222222
"23103",20195700,49,12,0.244897959183673
"23104",10195701,89,28,0.314606741573034
"23105",10195281,68,47,0.691176470588235
"23111",20197968,146,23,0.157534246575342
"23116",10224684,111,36,0.324324324324324
"23118",10309504,138,32,0.231884057971014
"23121",10035207,106,36,0.339622641509434
"23124",10195617,68,14,0.205882352941176
"23130",10215687,197,55,0.279187817258883
"23132",10195089,80,16,0.2
"23137",10309645,115,25,0.217391304347826
"23146",10309433,273,60,0.21978021978022
"23149",60033360,80,26,0.325
"23153",10309814,134,54,0.402985074626866
"23154",10032642,46,10,0.217391304347826
"23165",10308819,88,29,0.329545454545455
"23167",10308900,91,29,0.318681318681319
"23169",10309809,62,12,0.193548387096774
"23170",10033061,60,19,0.316666666666667
"23172",10032626,232,80,0.344827586206897
"23173",10033217,274,111,0.405109489051095
"23182",10192588,46,10,0.217391304347826
"23183",10309463,113,34,0.300884955752212
"23184",10033205,348,104,0.298850574712644
"23185",10035177,302,102,0.337748344370861
"23199",10035267,53,16,0.30188679245283
"23202",20197444,49,18,0.36734693877551
"23204",10194278,276,60,0.217391304347826
"23209",10197013,51,19,0.372549019607843
"23214",10309743,143,33,0.230769230769231
"23217",10032598,274,75,0.273722627737226
"23221",10309507,51,12,0.235294117647059
"23222",10035264,46,8,0.173913043478261
"23227",10195279,46,7,0.152173913043478
"23232",10308967,67,20,0.298507462686567
"23234",10035146,45,34,0.755555555555556
"23235",10035381,141,36,0.25531914893617
"23236",10032523,54,23,0.425925925925926
"23247",10309706,414,116,0.280193236714976
"23249",10196201,281,47,0.167259786476868
"23255",10195780,421,88,0.209026128266033
"23264",10308878,47,13,0.276595744680851
"23265",10309792,300,85,0.283333333333333
"23267",10309784,61,11,0.180327868852459
"23270",10033322,158,67,0.424050632911392
"23271",10035123,484,131,0.270661157024793
"23272",10032297,52,15,0.288461538461538
"23273",10032903,56,9,0.160714285714286
"23282",10309510,159,40,0.251572327044025
"23283",10032454,283,70,0.247349823321555
"23289",10032891,309,73,0.236245954692557
"23299",10308970,211,61,0.289099526066351
"23309",10192569,87,15,0.172413793103448
"23312",10032562,56,20,0.357142857142857
"23315",20194294,57,10,0.175438596491228
"23319",10197412,350,79,0.225714285714286
"23322",10309037,173,46,0.265895953757225
"23341",10032383,276,98,0.355072463768116
"23342",10035359,143,22,0.153846153846154
"23351",10032505,1414,587,0.415134370579915
"23353",10035234,404,107,0.264851485148515
"23354",10195786,65,23,0.353846153846154
"23361",10309105,495,295,0.595959595959596
"23363",60035400,63,22,0.349206349206349
"23364",10035398,376,111,0.295212765957447
"23377",10035417,304,108,0.355263157894737
"23378",10194945,220,54,0.245454545454545
"23383",10197421,46,7,0.152173913043478
"23384",10224614,110,21,0.190909090909091
"23387",60032892,45,9,0.2
"23388",10032858,137,26,0.18978102189781
"23389",10035452,138,46,0.333333333333333
"23400",60224724,65,18,0.276923076923077
"23408",10032799,123,68,0.552845528455285
"23413",10194744,342,65,0.190058479532164
"23415",10224578,125,25,0.2
"23417",10309707,49,11,0.224489795918367
"23424",60227868,312,88,0.282051282051282
"23445",10197077,206,41,0.199029126213592
"23458",10032840,50,15,0.3
"23464",10224611,157,43,0.273885350318471
"23477",10308844,468,154,0.329059829059829
"23484",10032442,180,38,0.211111111111111
"23487",10033389,128,62,0.484375
"23492",10308859,62,11,0.17741935483871
"23493",10033025,291,103,0.353951890034364
"23495",10197170,98,34,0.346938775510204
"23499",10309761,246,68,0.276422764227642
"23500",10032800,295,103,0.349152542372881
"23503",10032625,313,115,0.36741214057508
"23509",10195993,412,174,0.422330097087379
"23515",10223788,445,113,0.253932584269663
"23516",10224463,62,16,0.258064516129032
"23525",60032368,47,12,0.25531914893617
"23532",10032342,60,10,0.166666666666667
"23534",10196753,199,51,0.256281407035176
"23551",10194884,83,21,0.253012048192771
"23556",10309654,64,36,0.5625
"23562",10197023,158,33,0.208860759493671
"23570",10192667,173,26,0.15028901734104
"23573",10032340,110,30,0.272727272727273
"23578",10196849,214,48,0.224299065420561
"23583",10308960,95,17,0.178947368421053
"23586",10033369,345,53,0.153623188405797
"23591",10309146,51,20,0.392156862745098
"23594",10032964,62,21,0.338709677419355
"23595",10032993,122,37,0.30327868852459
"23600",60227872,554,161,0.290613718411552
"23602",10223739,2703,483,0.178690344062153
"23606",10032566,455,196,0.430769230769231
"23618",10195939,100,31,0.31
"23619",10227873,502,103,0.205179282868526
"23622",10035105,54,10,0.185185185185185
"23630",10224582,152,23,0.151315789473684
"23648",10032388,95,47,0.494736842105263
"23649",10032364,127,45,0.354330708661417
"23670",10309505,96,15,0.15625
"23674",10308858,129,34,0.263565891472868
"23677",10033448,1137,336,0.295514511873351
"23688",60223740,133,22,0.165413533834586
"23689",10223548,149,36,0.241610738255034
"23690",10308996,122,36,0.295081967213115
"23693",10033493,133,75,0.56390977443609
"23705",10035277,87,23,0.264367816091954
"23706",10033220,404,126,0.311881188118812
"23707",60032480,46,8,0.173913043478261
"23719",10033010,422,104,0.246445497630332
"23722",10032357,290,47,0.162068965517241
"23725",10032318,259,139,0.536679536679537
"23730",10224492,247,40,0.161943319838057
"23734",10032404,73,38,0.520547945205479
"23742",10309039,62,17,0.274193548387097
"23760",10032769,81,17,0.209876543209877
"23774",60033448,80,25,0.3125
"23775",10032792,238,73,0.30672268907563
"23776",10032637,121,44,0.363636363636364
"23781",10196759,45,24,0.533333333333333
"23788",10197313,273,139,0.509157509157509
"23789",10197896,53,9,0.169811320754717
"23796",60224436,72,19,0.263888888888889
"23797",10032698,52,14,0.269230769230769
"23799",10035449,56,29,0.517857142857143
"23806",10033191,65,20,0.307692307692308
"23821",10196681,136,71,0.522058823529412
"23822",60032280,47,23,0.48936170212766
"23823",10035252,389,89,0.22879177377892
"23825",10033016,46,23,0.5
"23833",10032783,403,104,0.258064516129032
"23842",10035185,99,22,0.222222222222222
"23858",10223534,719,153,0.212795549374131
"23864",10309794,193,59,0.305699481865285
"23865",10032638,86,24,0.27906976744186
"23867",10033404,50,30,0.6
"23868",10035183,265,49,0.184905660377358
"23872",10224610,474,138,0.291139240506329
"23875",10032620,102,21,0.205882352941176
"23877",10196265,384,133,0.346354166666667
"23893",10308848,257,66,0.256809338521401
"23894",10032711,437,132,0.302059496567506
"23914",10032347,124,26,0.209677419354839
"23918",10194397,330,107,0.324242424242424
"23930",10032588,124,63,0.508064516129032
"23934",10136267,126,37,0.293650793650794
"23943",10033180,166,60,0.36144578313253
"23945",10136227,149,54,0.36241610738255
"23949",60035404,78,29,0.371794871794872
"23952",10196162,66,33,0.5
"23954",10035250,68,12,0.176470588235294
"23957",10032496,84,13,0.154761904761905
"23960",10223912,119,61,0.512605042016807
"23963",10224432,65,21,0.323076923076923
"23964",10033310,472,112,0.23728813559322
"23965",10032797,224,79,0.352678571428571
"23966",10196104,159,56,0.352201257861635
"23967",10197250,82,19,0.231707317073171
"23973",10033047,581,146,0.251290877796902
"23995",10033219,177,46,0.259887005649718
"23996",10032785,228,99,0.434210526315789
"24025",10032363,52,16,0.307692307692308
"24027",10035307,108,25,0.231481481481481
"24035",10035170,137,61,0.445255474452555
"24040",10223759,670,208,0.31044776119403
"24041",10223127,2356,718,0.304753820033956
"24044",10032843,109,29,0.26605504587156
"24051",10195897,195,64,0.328205128205128
"24064",10224615,48,10,0.208333333333333
"24071",10194408,99,15,0.151515151515152
"24090",10033446,187,47,0.251336898395722
"24092",10032415,45,10,0.222222222222222
"24105",10035245,527,176,0.333965844402277
"24107",10033499,56,11,0.196428571428571
"24125",10032431,121,29,0.239669421487603
"24137",60223664,78,23,0.294871794871795
"24144",10195327,559,183,0.32737030411449
"24145",10223663,525,156,0.297142857142857
"24147",60035320,48,16,0.333333333333333
"24151",10194809,82,28,0.341463414634146
"24155",10192568,52,14,0.269230769230769
"24156",10223728,274,51,0.186131386861314
"24162",10195069,190,43,0.226315789473684
"24175",10032559,91,42,0.461538461538462
"24176",10032565,70,18,0.257142857142857
"24179",10033383,100,20,0.2
"24186",10032834,367,136,0.370572207084469
"24195",10032351,76,19,0.25
"24197",10196047,136,81,0.595588235294118
"24207",60032832,95,22,0.231578947368421
"24219",10032722,445,74,0.166292134831461
"24228",10223711,86,30,0.348837209302326
"24231",10032906,448,141,0.314732142857143
"24232",10032961,400,101,0.2525
"24248",10195520,127,41,0.322834645669291
"24252",60223544,87,30,0.344827586206897
"24254",10224647,365,129,0.353424657534247
"24259",10032768,108,30,0.277777777777778
"24264",10223620,68,19,0.279411764705882
"24265",10032380,199,39,0.195979899497487
"24267",10032806,45,13,0.288888888888889
"24277",10227898,334,145,0.434131736526946
"24283",10223758,189,44,0.232804232804233
"24292",10033406,62,25,0.403225806451613
"24303",10136289,117,28,0.239316239316239
"24309",10194564,452,104,0.230088495575221
"24320",60033296,60,13,0.216666666666667
"24323",10032721,211,52,0.246445497630332
"24328",10032691,122,26,0.213114754098361
"24332",10192624,49,24,0.489795918367347
"24340",10224686,234,75,0.320512820512821
"24341",10223131,115,23,0.2
"24353",10035320,578,111,0.192041522491349
"24355",10033022,354,65,0.18361581920904
"24367",10194476,50,8,0.16
"24376",10035113,913,185,0.2026286966046
"24379",10033187,143,33,0.230769230769231
"24385",10223643,68,22,0.323529411764706
"24393",10194457,896,246,0.274553571428571
"24395",10195982,456,109,0.239035087719298
"24405",10032430,269,51,0.189591078066914
"24413",10223566,265,65,0.245283018867925
"24427",10032947,78,17,0.217948717948718
"24428",10032426,52,25,0.480769230769231
"24434",10223543,1306,357,0.273353751914242
"24435",10224398,60,13,0.216666666666667
"24436",10224621,65,26,0.4
"24442",10224464,396,196,0.494949494949495
"24445",10035382,134,31,0.23134328358209
"24454",10223877,217,131,0.603686635944701
"24457",10034671,108,21,0.194444444444444
"24458",10032831,1116,191,0.171146953405018
"24461",10224588,96,19,0.197916666666667
"24464",10032479,305,49,0.160655737704918
"24467",10223730,272,43,0.158088235294118
"24468",60224464,53,25,0.471698113207547
"24481",10032917,170,33,0.194117647058824
"24488",10223917,500,161,0.322
"24495",10195284,140,53,0.378571428571429
"24497",10224564,270,102,0.377777777777778
"24501",10032780,85,18,0.211764705882353
"24514",10223559,483,258,0.53416149068323
"24515",60223560,68,28,0.411764705882353
"24541",10224519,68,34,0.5
"24556",10195619,206,74,0.359223300970874
"24561",10032396,611,152,0.248772504091653
"24562",10033477,313,119,0.380191693290735
"24571",10032692,400,159,0.3975
"24578",10224469,120,35,0.291666666666667
"24584",10224479,240,70,0.291666666666667
"24585",10224532,93,27,0.290322580645161
"24594",10033478,194,42,0.216494845360825
"24597",10224620,924,235,0.254329004329004
"24601",10223861,1690,724,0.428402366863905
"24605",10033396,102,32,0.313725490196078
"24615",10223161,202,60,0.297029702970297
"24627",10224574,53,16,0.30188679245283
"24631",60224532,54,28,0.518518518518518
"24633",10032945,153,60,0.392156862745098
"24643",10032978,995,277,0.278391959798995
"24645",10033444,339,104,0.306784660766962
"24661",10033472,154,68,0.441558441558442
"24663",10136230,213,61,0.286384976525822
"24665",10136244,140,65,0.464285714285714
"24666",10035283,600,117,0.195
"24678",10033464,59,17,0.288135593220339
"24679",10032650,358,106,0.29608938547486
"24682",10224698,98,25,0.255102040816327
"24683",10223590,284,115,0.404929577464789
"24687",10032524,84,17,0.202380952380952
"24700",60032492,146,34,0.232876712328767
"24703",10033058,351,84,0.239316239316239
"24705",10223580,61,22,0.360655737704918
"24712",10032954,450,76,0.168888888888889
"24719",10223870,425,96,0.225882352941176
"24729",10224716,665,151,0.227067669172932
"24739",60224720,54,19,0.351851851851852
"24740",10224719,72,42,0.583333333333333
"24748",10224370,84,44,0.523809523809524
"24753",10196163,128,58,0.453125
"24759",10035428,91,17,0.186813186813187
"24762",10136288,63,16,0.253968253968254
"24763",10227893,128,40,0.3125
"24769",10195032,102,20,0.196078431372549
"24779",10032746,179,49,0.273743016759777
"24782",10013477,235,113,0.480851063829787
"24783",10224476,218,68,0.311926605504587
"24788",10035198,182,46,0.252747252747253
"24790",10033271,238,44,0.184873949579832
"24792",10224450,625,216,0.3456
"24795",60224592,60,15,0.25
"24801",10035462,451,99,0.219512195121951
"24804",10224417,69,28,0.405797101449275
"24818",10224416,138,53,0.384057971014493
"24829",10032627,125,40,0.32
"24838",10224437,237,82,0.345991561181435
"24843",10035371,149,34,0.228187919463087
"24846",10032513,207,87,0.420289855072464
"24850",10224641,102,29,0.284313725490196
"24852",10032944,554,176,0.317689530685921
"24857",10035461,123,50,0.40650406504065
"24867",10035425,83,22,0.265060240963855
"24870",10223720,46,11,0.239130434782609
"24873",10223124,110,26,0.236363636363636
"24875",10223805,160,28,0.175
"24876",60224448,56,16,0.285714285714286
"24886",10223693,513,216,0.421052631578947
"24891",10033344,159,53,0.333333333333333
"24893",10015229,283,124,0.438162544169611
"24894",10224531,199,87,0.437185929648241
"24895",10223821,982,265,0.269857433808554
"24897",10224644,137,46,0.335766423357664
"24899",10224433,206,50,0.242718446601942
"24900",10032702,130,22,0.169230769230769
"24903",10035164,289,58,0.200692041522491
"24914",10035242,62,30,0.483870967741935
"24915",10032421,978,201,0.205521472392638
"24916",60032420,60,10,0.166666666666667
"24917",10012197,112,34,0.303571428571429
"24921",10033055,196,40,0.204081632653061
"24927",10223611,523,191,0.365200764818356
"24929",10223129,57,15,0.263157894736842
"24933",60224640,59,13,0.220338983050847
"24938",10032575,350,90,0.257142857142857
"24939",10032555,84,20,0.238095238095238
"24940",60035372,59,14,0.23728813559322
"24944",10224548,80,14,0.175
"24945",10223707,126,35,0.277777777777778
"24946",10136277,129,40,0.310077519379845
"24947",10035372,481,153,0.318087318087318
"24955",10035181,122,38,0.311475409836066
"24960",10033247,124,47,0.379032258064516
"24963",10035115,761,194,0.254927726675427
"24974",10033297,45,9,0.2
"24976",60223824,81,45,0.555555555555556
"24982",10223650,177,59,0.333333333333333
"24988",10223826,85,35,0.411764705882353
"24989",10224543,55,10,0.181818181818182
"24991",10224649,240,80,0.333333333333333
"24995",10035451,180,29,0.161111111111111
"24998",10032920,143,22,0.153846153846154
"25009",10227891,944,356,0.377118644067797
"25012",10033381,355,82,0.230985915492958
"25013",10012217,98,23,0.23469387755102
"25020",10188745,113,31,0.274336283185841
"25035",10012243,259,95,0.366795366795367
"25036",10227897,158,25,0.158227848101266
"25038",10223560,82,21,0.25609756097561
"25042",10035243,69,17,0.246376811594203
"25043",10035386,140,24,0.171428571428571
"25045",10032925,419,133,0.317422434367542
"25047",10035457,137,36,0.262773722627737
"25053",10033498,45,9,0.2
"25055",60223904,45,20,0.444444444444444
"25056",10223638,75,23,0.306666666666667
"25057",10224691,150,33,0.22
"25059",10032987,529,159,0.300567107750473
"25060",10012218,45,17,0.377777777777778
"25061",10223722,800,262,0.3275
"25062",10223902,383,133,0.347258485639687
"25067",10224728,551,157,0.284936479128857
"25068",10188942,192,36,0.1875
"25076",10223591,122,31,0.254098360655738
"25081",10035090,73,14,0.191780821917808
"25084",10015230,589,141,0.239388794567063
"25089",10223621,83,33,0.397590361445783
"25090",10224599,105,38,0.361904761904762
"25091",60188704,184,37,0.201086956521739
"25092",10032473,98,17,0.173469387755102
"25095",10035304,86,24,0.27906976744186
"25097",10224583,140,38,0.271428571428571
"25098",10224546,220,94,0.427272727272727
"25099",60188344,100,27,0.27
"25104",10223733,125,37,0.296
"25106",10033213,155,44,0.283870967741935
"25115",10223753,1079,344,0.318813716404078
"25116",10032764,1404,285,0.202991452991453
"25118",10223764,349,122,0.349570200573066
"25121",10188705,352,88,0.25
"25122",10188679,372,147,0.395161290322581
"25124",60135308,1199,360,0.300250208507089
"25128",10224523,147,32,0.217687074829932
"25129",10035305,59,19,0.322033898305085
"25130",10035319,58,16,0.275862068965517
"25133",10188569,145,77,0.531034482758621
"25134",10035379,166,39,0.234939759036145
"25136",10035327,63,20,0.317460317460317
"25138",10015194,51,32,0.627450980392157
"25139",10223151,363,121,0.333333333333333
"25144",10032313,282,69,0.24468085106383
"25146",10224393,58,13,0.224137931034483
"25147",10224444,456,109,0.239035087719298
"25149",10223667,254,125,0.492125984251969
"25150",10223919,564,205,0.363475177304965
"25152",10032818,495,103,0.208080808080808
"25154",10014842,216,74,0.342592592592593
"25155",10224710,125,19,0.152
"25157",60188612,50,12,0.24
"25158",10188613,504,125,0.248015873015873
"25161",60015040,53,14,0.264150943396226
"25162",60223632,62,19,0.306451612903226
"25163",60215488,805,291,0.361490683229814
"25164",10136249,178,69,0.387640449438202
"25166",10032280,406,224,0.551724137931034
"25167",60015120,48,17,0.354166666666667
"25168",10223630,74,22,0.297297297297297
"25176",10033316,51,9,0.176470588235294
"25179",50032832,79,24,0.30379746835443
"25181",10032476,45,32,0.711111111111111
"25183",10224470,102,36,0.352941176470588
"25185",10188909,65,18,0.276923076923077
"25188",10013505,152,23,0.151315789473684
"25190",10015122,261,46,0.176245210727969
